signal_id,application_id,vendor,score,band,reason_codes,raw_response,vendor_latency_ms,received_at
76,99,SENTINEL,303,LOW,PHONE_CARRIER_RISK,"{""requestId"":""sen-2f740fb0"",""score"":303,""band"":""LOW"",""reasonCodes"":[""PHONE_CARRIER_RISK""],""modelVersion"":""sr-4.2""}",54,2026-02-03 15:44:40.189612-05:00
77,102,SENTINEL,342,LOW,,"{""requestId"":""sen-0a1a7cc5"",""score"":342,""band"":""LOW"",""reasonCodes"":null,""modelVersion"":""sr-4.2""}",1230,2026-02-03 17:15:39.503203-05:00
78,103,SENTINEL,590,MEDIUM,"IDENTITY_MISMATCH,VELOCITY_APPLICANT","{""requestId"":""sen-a851f676"",""score"":590,""band"":""MEDIUM"",""reasonCodes"":[""IDENTITY_MISMATCH"",""VELOCITY_APPLICANT""],""modelVersion"":""sr-4.2""}",267,2026-02-03 14:30:42.384973-05:00
79,104,SENTINEL,6,LOW,"VELOCITY_APPLICANT,IP_PROXY,ADDRESS_MISMATCH","{""requestId"":""sen-46897028"",""score"":6,""band"":""LOW"",""reasonCodes"":[""VELOCITY_APPLICANT"",""IP_PROXY"",""ADDRESS_MISMATCH""],""modelVersion"":""sr-4.1""}",3079,2026-02-03 13:57:52.146025-05:00
80,105,SENTINEL,338,LOW,"IDENTITY_MISMATCH,PHONE_CARRIER_RISK","{""requestId"":""sen-e4c0e9d9"",""score"":338,""band"":""LOW"",""reasonCodes"":[""IDENTITY_MISMATCH"",""PHONE_CARRIER_RISK""],""modelVersion"":""sr-4.2""}",2453,2026-02-03 13:59:02.638734-05:00
81,106,SENTINEL,507,MEDIUM,PHONE_CARRIER_RISK,"{""requestId"":""sen-82f8638b"",""score"":507,""band"":""MEDIUM"",""reasonCodes"":[""PHONE_CARRIER_RISK""],""modelVersion"":""sr-4.2""}",137,2026-02-03 15:18:10.892289-05:00
82,107,SENTINEL,551,MEDIUM,IP_PROXY,"{""requestId"":""sen-212fdd3d"",""score"":551,""band"":""MEDIUM"",""reasonCodes"":[""IP_PROXY""],""modelVersion"":""sr-4.2""}",821,2026-02-03 13:40:05.576912-05:00
83,108,SENTINEL,98,LOW,"BANK_ACCOUNT_AGE,SYNTHETIC_ID_PATTERN,DEVICE_REPUTATION,VELOCITY_APPLICANT","{""requestId"":""sen-bf6756ee"",""score"":98,""band"":""LOW"",""reasonCodes"":[""BANK_ACCOUNT_AGE"",""SYNTHETIC_ID_PATTERN"",""DEVICE_REPUTATION"",""VELOCITY_APPLICANT""],""modelVersion"":""sr-4.2""}",479,2026-02-03 15:26:20.793160-05:00
84,109,SENTINEL,316,LOW,IDENTITY_MISMATCH,"{""requestId"":""sen-5d9ed0a0"",""score"":316,""band"":""LOW"",""reasonCodes"":[""IDENTITY_MISMATCH""],""modelVersion"":""sr-4.2""}",1808,2026-02-03 14:25:59.227116-05:00
85,110,SENTINEL,114,LOW,IDENTITY_MISMATCH,"{""requestId"":""sen-fbd64a51"",""score"":114,""band"":""LOW"",""reasonCodes"":[""IDENTITY_MISMATCH""],""modelVersion"":""sr-4.2""}",163,2026-02-03 14:51:27.528998-05:00
86,111,SENTINEL,1,LOW,"EMAIL_AGE_LOW,IP_PROXY","{""requestId"":""sen-9a0dc403"",""score"":1,""band"":""LOW"",""reasonCodes"":[""EMAIL_AGE_LOW"",""IP_PROXY""],""modelVersion"":""sr-4.2""}",2165,2026-02-03 17:18:38.255590-05:00
87,112,SENTINEL,281,LOW,,"{""requestId"":""sen-38453db5"",""score"":281,""band"":""LOW"",""reasonCodes"":null,""modelVersion"":""sr-4.2""}",203,2026-02-03 18:21:12.578113-05:00
88,113,SENTINEL,342,LOW,"EMAIL_AGE_LOW,VELOCITY_APPLICANT","{""requestId"":""sen-d67cb766"",""score"":342,""band"":""LOW"",""reasonCodes"":[""EMAIL_AGE_LOW"",""VELOCITY_APPLICANT""],""modelVersion"":""sr-4.2""}",416,2026-02-03 14:43:25.792587-05:00
89,114,SENTINEL,281,LOW,EMAIL_AGE_LOW,"{""requestId"":""sen-74b43118"",""score"":281,""band"":""LOW"",""reasonCodes"":[""EMAIL_AGE_LOW""],""modelVersion"":""sr-4.2""}",162,2026-02-03 19:16:55.735562-05:00
90,115,SENTINEL,303,LOW,"IDENTITY_MISMATCH,PHONE_CARRIER_RISK,BANK_ACCOUNT_AGE","{""requestId"":""sen-12ebaaca"",""score"":303,""band"":""LOW"",""reasonCodes"":[""IDENTITY_MISMATCH"",""PHONE_CARRIER_RISK"",""BANK_ACCOUNT_AGE""],""modelVersion"":""sr-4.2""}",572,2026-02-03 19:11:41.087580-05:00
91,116,SENTINEL,259,LOW,"ADDRESS_MISMATCH,VELOCITY_APPLICANT,IDENTITY_MISMATCH,IP_PROXY","{""requestId"":""sen-b123247b"",""score"":259,""band"":""LOW"",""reasonCodes"":[""ADDRESS_MISMATCH"",""VELOCITY_APPLICANT"",""IDENTITY_MISMATCH"",""IP_PROXY""],""modelVersion"":""sr-4.1""}",1274,2026-02-03 16:27:00.740302-05:00
92,117,SENTINEL,279,LOW,"PHONE_CARRIER_RISK,VELOCITY_APPLICANT,DEVICE_REPUTATION","{""requestId"":""sen-4f5a9e2d"",""score"":279,""band"":""LOW"",""reasonCodes"":[""PHONE_CARRIER_RISK"",""VELOCITY_APPLICANT"",""DEVICE_REPUTATION""],""modelVersion"":""sr-4.2""}",682,2026-02-03 15:32:01.026048-05:00
93,118,SENTINEL,459,MEDIUM,"ADDRESS_MISMATCH,DEVICE_REPUTATION,PHONE_CARRIER_RISK,SYNTHETIC_ID_PATTERN","{""requestId"":""sen-ed9217de"",""score"":459,""band"":""MEDIUM"",""reasonCodes"":[""ADDRESS_MISMATCH"",""DEVICE_REPUTATION"",""PHONE_CARRIER_RISK"",""SYNTHETIC_ID_PATTERN""],""modelVersion"":""sr-4.1""}",1470,2026-02-03 18:39:35.511449-05:00
94,120,SENTINEL,644,MEDIUM,"DEVICE_REPUTATION,IP_PROXY","{""requestId"":""sen-2a010b42"",""score"":644,""band"":""MEDIUM"",""reasonCodes"":[""DEVICE_REPUTATION"",""IP_PROXY""],""modelVersion"":""sr-4.2""}",420,2026-02-03 15:44:50.463379-05:00
95,121,SENTINEL,222,LOW,"SYNTHETIC_ID_PATTERN,PHONE_CARRIER_RISK,DEVICE_REPUTATION","{""requestId"":""sen-c83884f3"",""score"":222,""band"":""LOW"",""reasonCodes"":[""SYNTHETIC_ID_PATTERN"",""PHONE_CARRIER_RISK"",""DEVICE_REPUTATION""],""modelVersion"":""sr-4.2""}",222,2026-02-03 19:57:34.295915-05:00
96,123,SENTINEL,228,LOW,"VELOCITY_APPLICANT,IDENTITY_MISMATCH,EMAIL_AGE_LOW,BANK_ACCOUNT_AGE","{""requestId"":""sen-04a77857"",""score"":228,""band"":""LOW"",""reasonCodes"":[""VELOCITY_APPLICANT"",""IDENTITY_MISMATCH"",""EMAIL_AGE_LOW"",""BANK_ACCOUNT_AGE""],""modelVersion"":""sr-4.1""}",238,2026-02-03 19:19:01.411322-05:00
97,124,SENTINEL,226,LOW,SYNTHETIC_ID_PATTERN,"{""requestId"":""sen-a2def208"",""score"":226,""band"":""LOW"",""reasonCodes"":[""SYNTHETIC_ID_PATTERN""],""modelVersion"":""sr-4.1""}",328,2026-02-03 16:53:07.197351-05:00
98,125,SENTINEL,193,LOW,"IDENTITY_MISMATCH,IP_PROXY","{""requestId"":""sen-41166bba"",""score"":193,""band"":""LOW"",""reasonCodes"":[""IDENTITY_MISMATCH"",""IP_PROXY""],""modelVersion"":""sr-4.2""}",80,2026-02-03 18:46:29.254180-05:00
99,126,SENTINEL,418,MEDIUM,"EMAIL_AGE_LOW,ADDRESS_MISMATCH,VELOCITY_APPLICANT,DEVICE_REPUTATION","{""requestId"":""sen-df4de56b"",""score"":418,""band"":""MEDIUM"",""reasonCodes"":[""EMAIL_AGE_LOW"",""ADDRESS_MISMATCH"",""VELOCITY_APPLICANT"",""DEVICE_REPUTATION""],""modelVersion"":""sr-4.2""}",752,2026-02-03 19:36:11.480850-05:00
100,127,SENTINEL,339,LOW,"IDENTITY_MISMATCH,BANK_ACCOUNT_AGE,VELOCITY_APPLICANT","{""requestId"":""sen-7d855f1d"",""score"":339,""band"":""LOW"",""reasonCodes"":[""IDENTITY_MISMATCH"",""BANK_ACCOUNT_AGE"",""VELOCITY_APPLICANT""],""modelVersion"":""sr-4.2""}",282,2026-02-03 19:17:37.667555-05:00
101,128,SENTINEL,263,LOW,"IP_PROXY,EMAIL_AGE_LOW,DEVICE_REPUTATION,SYNTHETIC_ID_PATTERN","{""requestId"":""sen-1bbcd8cf"",""score"":263,""band"":""LOW"",""reasonCodes"":[""IP_PROXY"",""EMAIL_AGE_LOW"",""DEVICE_REPUTATION"",""SYNTHETIC_ID_PATTERN""],""modelVersion"":""sr-4.2""}",1682,2026-02-03 17:38:57.979647-05:00
102,129,SENTINEL,253,LOW,"IP_PROXY,SYNTHETIC_ID_PATTERN","{""requestId"":""sen-b9f45280"",""score"":253,""band"":""LOW"",""reasonCodes"":[""IP_PROXY"",""SYNTHETIC_ID_PATTERN""],""modelVersion"":""sr-4.2""}",366,2026-02-03 17:56:02.969965-05:00
103,130,SENTINEL,557,MEDIUM,"ADDRESS_MISMATCH,DEVICE_REPUTATION","{""requestId"":""sen-582bcc32"",""score"":557,""band"":""MEDIUM"",""reasonCodes"":[""ADDRESS_MISMATCH"",""DEVICE_REPUTATION""],""modelVersion"":""sr-4.2""}",214,2026-02-03 18:34:43.178009-05:00
104,131,SENTINEL,141,LOW,"IP_PROXY,VELOCITY_APPLICANT,IDENTITY_MISMATCH,ADDRESS_MISMATCH","{""requestId"":""sen-f66345e3"",""score"":141,""band"":""LOW"",""reasonCodes"":[""IP_PROXY"",""VELOCITY_APPLICANT"",""IDENTITY_MISMATCH"",""ADDRESS_MISMATCH""],""modelVersion"":""sr-4.2""}",1903,2026-02-03 20:54:17.437693-05:00
105,133,SENTINEL,355,MEDIUM,,"{""requestId"":""sen-32d23947"",""score"":355,""band"":""MEDIUM"",""reasonCodes"":null,""modelVersion"":""sr-4.2""}",294,2026-02-03 19:59:03.788105-05:00
106,136,SENTINEL,604,MEDIUM,DEVICE_REPUTATION,"{""requestId"":""sen-0d78a65c"",""score"":604,""band"":""MEDIUM"",""reasonCodes"":[""DEVICE_REPUTATION""],""modelVersion"":""sr-4.1""}",210,2026-02-03 20:38:42.957885-05:00
107,137,SENTINEL,6,LOW,"SYNTHETIC_ID_PATTERN,VELOCITY_APPLICANT,BANK_ACCOUNT_AGE","{""requestId"":""sen-abb0200d"",""score"":6,""band"":""LOW"",""reasonCodes"":[""SYNTHETIC_ID_PATTERN"",""VELOCITY_APPLICANT"",""BANK_ACCOUNT_AGE""],""modelVersion"":""sr-4.2""}",351,2026-02-03 19:44:38.308537-05:00
108,138,SENTINEL,313,LOW,"EMAIL_AGE_LOW,VELOCITY_APPLICANT,ADDRESS_MISMATCH","{""requestId"":""sen-49e799bf"",""score"":313,""band"":""LOW"",""reasonCodes"":[""EMAIL_AGE_LOW"",""VELOCITY_APPLICANT"",""ADDRESS_MISMATCH""],""modelVersion"":""sr-4.1""}",346,2026-02-03 22:37:47.501306-05:00
109,139,SENTINEL,183,LOW,VELOCITY_APPLICANT,"{""requestId"":""sen-e81f1370"",""score"":183,""band"":""LOW"",""reasonCodes"":[""VELOCITY_APPLICANT""],""modelVersion"":""sr-4.2""}",2290,2026-02-03 22:07:17.520033-05:00
110,141,SENTINEL,1,LOW,"BANK_ACCOUNT_AGE,SYNTHETIC_ID_PATTERN,ADDRESS_MISMATCH,IP_PROXY","{""requestId"":""sen-248e06d4"",""score"":1,""band"":""LOW"",""reasonCodes"":[""BANK_ACCOUNT_AGE"",""SYNTHETIC_ID_PATTERN"",""ADDRESS_MISMATCH"",""IP_PROXY""],""modelVersion"":""sr-4.1""}",121,2026-02-03 23:07:17.088076-05:00
111,142,SENTINEL,418,MEDIUM,"ADDRESS_MISMATCH,DEVICE_REPUTATION,EMAIL_AGE_LOW","{""requestId"":""sen-c2c58085"",""score"":418,""band"":""MEDIUM"",""reasonCodes"":[""ADDRESS_MISMATCH"",""DEVICE_REPUTATION"",""EMAIL_AGE_LOW""],""modelVersion"":""sr-4.1""}",339,2026-02-04 01:16:24.817176-05:00
112,144,SENTINEL,482,MEDIUM,"IDENTITY_MISMATCH,SYNTHETIC_ID_PATTERN,PHONE_CARRIER_RISK","{""requestId"":""sen-ff3473e8"",""score"":482,""band"":""MEDIUM"",""reasonCodes"":[""IDENTITY_MISMATCH"",""SYNTHETIC_ID_PATTERN"",""PHONE_CARRIER_RISK""],""modelVersion"":""sr-4.2""}",725,2026-02-03 23:35:26.231537-05:00
113,145,SENTINEL,471,MEDIUM,"IDENTITY_MISMATCH,ADDRESS_MISMATCH,DEVICE_REPUTATION","{""requestId"":""sen-9d6bed9a"",""score"":471,""band"":""MEDIUM"",""reasonCodes"":[""IDENTITY_MISMATCH"",""ADDRESS_MISMATCH"",""DEVICE_REPUTATION""],""modelVersion"":""sr-4.1""}",350,2026-02-04 02:14:00.839773-05:00
114,146,SENTINEL,332,LOW,"IP_PROXY,EMAIL_AGE_LOW,PHONE_CARRIER_RISK,DEVICE_REPUTATION","{""requestId"":""sen-3ba3674c"",""score"":332,""band"":""LOW"",""reasonCodes"":[""IP_PROXY"",""EMAIL_AGE_LOW"",""PHONE_CARRIER_RISK"",""DEVICE_REPUTATION""],""modelVersion"":""sr-4.2""}",826,2026-02-04 01:32:25.270825-05:00
115,147,SENTINEL,427,MEDIUM,,"{""requestId"":""sen-d9dae0fd"",""score"":427,""band"":""MEDIUM"",""reasonCodes"":null,""modelVersion"":""sr-4.2""}",109,2026-02-04 05:44:25.140564-05:00
116,148,SENTINEL,183,LOW,"ADDRESS_MISMATCH,BANK_ACCOUNT_AGE","{""requestId"":""sen-78125aaf"",""score"":183,""band"":""LOW"",""reasonCodes"":[""ADDRESS_MISMATCH"",""BANK_ACCOUNT_AGE""],""modelVersion"":""sr-4.2""}",894,2026-02-04 04:15:42.136357-05:00
117,149,SENTINEL,323,LOW,,"{""requestId"":""sen-1649d461"",""score"":323,""band"":""LOW"",""reasonCodes"":null,""modelVersion"":""sr-4.1""}",1059,2026-02-04 07:22:53.828538-05:00
118,151,SENTINEL,489,MEDIUM,EMAIL_AGE_LOW,"{""requestId"":""sen-52b8c7c4"",""score"":489,""band"":""MEDIUM"",""reasonCodes"":[""EMAIL_AGE_LOW""],""modelVersion"":""sr-4.2""}",882,2026-02-04 09:50:15.456654-05:00
119,152,SENTINEL,564,MEDIUM,IDENTITY_MISMATCH,"{""requestId"":""sen-f0f04175"",""score"":564,""band"":""MEDIUM"",""reasonCodes"":[""IDENTITY_MISMATCH""],""modelVersion"":""sr-4.2""}",3792,2026-02-04 08:34:04.892378-05:00
120,154,SENTINEL,666,HIGH,"VELOCITY_APPLICANT,ADDRESS_MISMATCH,IDENTITY_MISMATCH","{""requestId"":""sen-2d5f34d9"",""score"":666,""band"":""HIGH"",""reasonCodes"":[""VELOCITY_APPLICANT"",""ADDRESS_MISMATCH"",""IDENTITY_MISMATCH""],""modelVersion"":""sr-4.1""}",701,2026-02-04 07:41:40.235917-05:00
121,156,SENTINEL,237,LOW,"DEVICE_REPUTATION,ADDRESS_MISMATCH,SYNTHETIC_ID_PATTERN,VELOCITY_APPLICANT","{""requestId"":""sen-69ce283c"",""score"":237,""band"":""LOW"",""reasonCodes"":[""DEVICE_REPUTATION"",""ADDRESS_MISMATCH"",""SYNTHETIC_ID_PATTERN"",""VELOCITY_APPLICANT""],""modelVersion"":""sr-4.2""}",449,2026-02-04 10:56:36.566007-05:00
122,157,SENTINEL,514,MEDIUM,"EMAIL_AGE_LOW,PHONE_CARRIER_RISK,DEVICE_REPUTATION,BANK_ACCOUNT_AGE","{""requestId"":""sen-0805a1ee"",""score"":514,""band"":""MEDIUM"",""reasonCodes"":[""EMAIL_AGE_LOW"",""PHONE_CARRIER_RISK"",""DEVICE_REPUTATION"",""BANK_ACCOUNT_AGE""],""modelVersion"":""sr-4.2""}",238,2026-02-04 09:55:11.907774-05:00
123,158,SENTINEL,80,LOW,,"{""requestId"":""sen-a63d1b9f"",""score"":80,""band"":""LOW"",""reasonCodes"":null,""modelVersion"":""sr-4.2""}",2305,2026-02-04 10:51:52.060597-05:00
124,159,SENTINEL,749,HIGH,"DEVICE_REPUTATION,PHONE_CARRIER_RISK","{""requestId"":""sen-44749551"",""score"":749,""band"":""HIGH"",""reasonCodes"":[""DEVICE_REPUTATION"",""PHONE_CARRIER_RISK""],""modelVersion"":""sr-4.2""}",2364,2026-02-04 09:13:47.150860-05:00
125,161,SENTINEL,213,LOW,"PHONE_CARRIER_RISK,BANK_ACCOUNT_AGE,DEVICE_REPUTATION","{""requestId"":""sen-80e388b4"",""score"":213,""band"":""LOW"",""reasonCodes"":[""PHONE_CARRIER_RISK"",""BANK_ACCOUNT_AGE"",""DEVICE_REPUTATION""],""modelVersion"":""sr-4.1""}",88,2026-02-04 10:03:26.089602-05:00
126,162,SENTINEL,579,MEDIUM,"EMAIL_AGE_LOW,IDENTITY_MISMATCH,SYNTHETIC_ID_PATTERN,VELOCITY_APPLICANT","{""requestId"":""sen-1f1b0266"",""score"":579,""band"":""MEDIUM"",""reasonCodes"":[""EMAIL_AGE_LOW"",""IDENTITY_MISMATCH"",""SYNTHETIC_ID_PATTERN"",""VELOCITY_APPLICANT""],""modelVersion"":""sr-4.2""}",375,2026-02-04 11:10:06.203489-05:00
127,163,SENTINEL,448,MEDIUM,,"{""requestId"":""sen-bd527c17"",""score"":448,""band"":""MEDIUM"",""reasonCodes"":null,""modelVersion"":""sr-4.1""}",65,2026-02-04 13:12:21.650766-05:00
128,164,SENTINEL,436,MEDIUM,ADDRESS_MISMATCH,"{""requestId"":""sen-5b89f5c9"",""score"":436,""band"":""MEDIUM"",""reasonCodes"":[""ADDRESS_MISMATCH""],""modelVersion"":""sr-4.2""}",1645,2026-02-04 11:25:53.681753-05:00
129,165,SENTINEL,544,MEDIUM,,"{""requestId"":""sen-f9c16f7a"",""score"":544,""band"":""MEDIUM"",""reasonCodes"":null,""modelVersion"":""sr-4.2""}",1772,2026-02-04 10:35:36.587704-05:00
130,166,SENTINEL,231,LOW,SYNTHETIC_ID_PATTERN,"{""requestId"":""sen-97f8e92c"",""score"":231,""band"":""LOW"",""reasonCodes"":[""SYNTHETIC_ID_PATTERN""],""modelVersion"":""sr-4.1""}",147,2026-02-04 13:15:17.096487-05:00
131,167,SENTINEL,379,MEDIUM,IDENTITY_MISMATCH,"{""requestId"":""sen-363062de"",""score"":379,""band"":""MEDIUM"",""reasonCodes"":[""IDENTITY_MISMATCH""],""modelVersion"":""sr-4.2""}",931,2026-02-04 10:49:31.471695-05:00
132,168,SENTINEL,161,LOW,"ADDRESS_MISMATCH,IP_PROXY","{""requestId"":""sen-d467dc8f"",""score"":161,""band"":""LOW"",""reasonCodes"":[""ADDRESS_MISMATCH"",""IP_PROXY""],""modelVersion"":""sr-4.1""}",486,2026-02-04 12:39:49.740032-05:00
133,169,SENTINEL,389,MEDIUM,"DEVICE_REPUTATION,PHONE_CARRIER_RISK,ADDRESS_MISMATCH,IDENTITY_MISMATCH","{""requestId"":""sen-729f5641"",""score"":389,""band"":""MEDIUM"",""reasonCodes"":[""DEVICE_REPUTATION"",""PHONE_CARRIER_RISK"",""ADDRESS_MISMATCH"",""IDENTITY_MISMATCH""],""modelVersion"":""sr-4.2""}",2107,2026-02-04 14:14:53.027447-05:00
134,170,SENTINEL,115,LOW,"IP_PROXY,ADDRESS_MISMATCH","{""requestId"":""sen-10d6cff3"",""score"":115,""band"":""LOW"",""reasonCodes"":[""IP_PROXY"",""ADDRESS_MISMATCH""],""modelVersion"":""sr-4.2""}",1874,2026-02-04 13:32:41.632090-05:00
135,171,SENTINEL,434,MEDIUM,"BANK_ACCOUNT_AGE,IDENTITY_MISMATCH,SYNTHETIC_ID_PATTERN","{""requestId"":""sen-af0e49a4"",""score"":434,""band"":""MEDIUM"",""reasonCodes"":[""BANK_ACCOUNT_AGE"",""IDENTITY_MISMATCH"",""SYNTHETIC_ID_PATTERN""],""modelVersion"":""sr-4.1""}",238,2026-02-04 15:39:03.585341-05:00
136,172,SENTINEL,399,MEDIUM,"VELOCITY_APPLICANT,EMAIL_AGE_LOW","{""requestId"":""sen-4d45c356"",""score"":399,""band"":""MEDIUM"",""reasonCodes"":[""VELOCITY_APPLICANT"",""EMAIL_AGE_LOW""],""modelVersion"":""sr-4.2""}",3268,2026-02-04 15:22:02.759273-05:00
137,173,SENTINEL,246,LOW,"IP_PROXY,SYNTHETIC_ID_PATTERN,PHONE_CARRIER_RISK,VELOCITY_APPLICANT","{""requestId"":""sen-eb7d3d07"",""score"":246,""band"":""LOW"",""reasonCodes"":[""IP_PROXY"",""SYNTHETIC_ID_PATTERN"",""PHONE_CARRIER_RISK"",""VELOCITY_APPLICANT""],""modelVersion"":""sr-4.2""}",1427,2026-02-04 15:00:58.894021-05:00
138,174,SENTINEL,106,LOW,ADDRESS_MISMATCH,"{""requestId"":""sen-89b4b6b9"",""score"":106,""band"":""LOW"",""reasonCodes"":[""ADDRESS_MISMATCH""],""modelVersion"":""sr-4.2""}",185,2026-02-04 12:45:38.293649-05:00
139,175,SENTINEL,514,MEDIUM,"IDENTITY_MISMATCH,EMAIL_AGE_LOW,IP_PROXY,ADDRESS_MISMATCH","{""requestId"":""sen-27ec306b"",""score"":514,""band"":""MEDIUM"",""reasonCodes"":[""IDENTITY_MISMATCH"",""EMAIL_AGE_LOW"",""IP_PROXY"",""ADDRESS_MISMATCH""],""modelVersion"":""sr-4.2""}",1741,2026-02-04 14:40:15.219897-05:00
140,176,SENTINEL,332,LOW,EMAIL_AGE_LOW,"{""requestId"":""sen-c623aa1c"",""score"":332,""band"":""LOW"",""reasonCodes"":[""EMAIL_AGE_LOW""],""modelVersion"":""sr-4.2""}",2170,2026-02-04 12:09:21.009634-05:00
141,177,SENTINEL,422,MEDIUM,"ADDRESS_MISMATCH,IP_PROXY,BANK_ACCOUNT_AGE","{""requestId"":""sen-645b23ce"",""score"":422,""band"":""MEDIUM"",""reasonCodes"":[""ADDRESS_MISMATCH"",""IP_PROXY"",""BANK_ACCOUNT_AGE""],""modelVersion"":""sr-4.2""}",94,2026-02-04 14:16:33.404404-05:00
142,178,SENTINEL,265,LOW,,"{""requestId"":""sen-02929d80"",""score"":265,""band"":""LOW"",""reasonCodes"":null,""modelVersion"":""sr-4.2""}",394,2026-02-04 13:02:16.978154-05:00
143,180,SENTINEL,469,MEDIUM,"DEVICE_REPUTATION,PHONE_CARRIER_RISK,VELOCITY_APPLICANT","{""requestId"":""sen-3f0190e3"",""score"":469,""band"":""MEDIUM"",""reasonCodes"":[""DEVICE_REPUTATION"",""PHONE_CARRIER_RISK"",""VELOCITY_APPLICANT""],""modelVersion"":""sr-4.2""}",91,2026-02-04 13:51:38.833061-05:00
144,181,SENTINEL,73,LOW,"ADDRESS_MISMATCH,VELOCITY_APPLICANT,IDENTITY_MISMATCH","{""requestId"":""sen-dd390a94"",""score"":73,""band"":""LOW"",""reasonCodes"":[""ADDRESS_MISMATCH"",""VELOCITY_APPLICANT"",""IDENTITY_MISMATCH""],""modelVersion"":""sr-4.1""}",793,2026-02-04 17:10:45.635826-05:00
145,183,SENTINEL,510,MEDIUM,,"{""requestId"":""sen-19a7fdf8"",""score"":510,""band"":""MEDIUM"",""reasonCodes"":null,""modelVersion"":""sr-4.1""}",688,2026-02-04 15:49:57.243220-05:00
146,184,SENTINEL,651,HIGH,"PHONE_CARRIER_RISK,ADDRESS_MISMATCH,BANK_ACCOUNT_AGE,VELOCITY_APPLICANT","{""requestId"":""sen-b7df77a9"",""score"":651,""band"":""HIGH"",""reasonCodes"":[""PHONE_CARRIER_RISK"",""ADDRESS_MISMATCH"",""BANK_ACCOUNT_AGE"",""VELOCITY_APPLICANT""],""modelVersion"":""sr-4.2""}",707,2026-02-04 15:06:19.437068-05:00
147,185,SENTINEL,271,LOW,"DEVICE_REPUTATION,PHONE_CARRIER_RISK","{""requestId"":""sen-5616f15b"",""score"":271,""band"":""LOW"",""reasonCodes"":[""DEVICE_REPUTATION"",""PHONE_CARRIER_RISK""],""modelVersion"":""sr-4.1""}",117,2026-02-04 16:49:56.326374-05:00
148,186,SENTINEL,290,LOW,"IP_PROXY,BANK_ACCOUNT_AGE,PHONE_CARRIER_RISK","{""requestId"":""sen-f44e6b0c"",""score"":290,""band"":""LOW"",""reasonCodes"":[""IP_PROXY"",""BANK_ACCOUNT_AGE"",""PHONE_CARRIER_RISK""],""modelVersion"":""sr-4.2""}",2697,2026-02-04 13:46:03.229186-05:00
149,187,SENTINEL,208,LOW,"BANK_ACCOUNT_AGE,IDENTITY_MISMATCH,IP_PROXY,ADDRESS_MISMATCH","{""requestId"":""sen-9285e4be"",""score"":208,""band"":""LOW"",""reasonCodes"":[""BANK_ACCOUNT_AGE"",""IDENTITY_MISMATCH"",""IP_PROXY"",""ADDRESS_MISMATCH""],""modelVersion"":""sr-4.2""}",86,2026-02-04 15:35:14.199882-05:00
150,188,SENTINEL,412,MEDIUM,"VELOCITY_APPLICANT,DEVICE_REPUTATION","{""requestId"":""sen-30bd5e70"",""score"":412,""band"":""MEDIUM"",""reasonCodes"":[""VELOCITY_APPLICANT"",""DEVICE_REPUTATION""],""modelVersion"":""sr-4.1""}",842,2026-02-04 17:36:34.722045-05:00
151,189,SENTINEL,444,MEDIUM,"PHONE_CARRIER_RISK,ADDRESS_MISMATCH,VELOCITY_APPLICANT,DEVICE_REPUTATION","{""requestId"":""sen-cef4d821"",""score"":444,""band"":""MEDIUM"",""reasonCodes"":[""PHONE_CARRIER_RISK"",""ADDRESS_MISMATCH"",""VELOCITY_APPLICANT"",""DEVICE_REPUTATION""],""modelVersion"":""sr-4.2""}",432,2026-02-04 16:13:49.782771-05:00
152,190,SENTINEL,247,LOW,VELOCITY_APPLICANT,"{""requestId"":""sen-6d2c51d3"",""score"":247,""band"":""LOW"",""reasonCodes"":[""VELOCITY_APPLICANT""],""modelVersion"":""sr-4.2""}",329,2026-02-04 13:51:34.983296-05:00
153,192,SENTINEL,337,LOW,"ADDRESS_MISMATCH,DEVICE_REPUTATION","{""requestId"":""sen-a99b4536"",""score"":337,""band"":""LOW"",""reasonCodes"":[""ADDRESS_MISMATCH"",""DEVICE_REPUTATION""],""modelVersion"":""sr-4.2""}",197,2026-02-04 15:34:18.029207-05:00
154,193,SENTINEL,414,MEDIUM,"EMAIL_AGE_LOW,IP_PROXY","{""requestId"":""sen-47d2bee8"",""score"":414,""band"":""MEDIUM"",""reasonCodes"":[""EMAIL_AGE_LOW"",""IP_PROXY""],""modelVersion"":""sr-4.1""}",649,2026-02-04 15:54:28.104983-05:00
155,194,SENTINEL,159,LOW,"EMAIL_AGE_LOW,IDENTITY_MISMATCH,PHONE_CARRIER_RISK,VELOCITY_APPLICANT","{""requestId"":""sen-e60a3899"",""score"":159,""band"":""LOW"",""reasonCodes"":[""EMAIL_AGE_LOW"",""IDENTITY_MISMATCH"",""PHONE_CARRIER_RISK"",""VELOCITY_APPLICANT""],""modelVersion"":""sr-4.2""}",519,2026-02-04 17:47:03.075132-05:00
156,195,SENTINEL,319,LOW,,"{""requestId"":""sen-8441b24b"",""score"":319,""band"":""LOW"",""reasonCodes"":null,""modelVersion"":""sr-4.2""}",2480,2026-02-04 16:36:01.474127-05:00
157,196,SENTINEL,245,LOW,ADDRESS_MISMATCH,"{""requestId"":""sen-22792bfd"",""score"":245,""band"":""LOW"",""reasonCodes"":[""ADDRESS_MISMATCH""],""modelVersion"":""sr-4.2""}",58,2026-02-04 18:20:55.861038-05:00
