extraction_id,document_id,extractor,extractor_version,field_name,field_value,confidence,is_correct,raw_response,extracted_at
107,21,MANUAL,n/a,total_deposits,273747.21,1.0,,"{""field"":""total_deposits"",""value"":""273747.21"",""confidence"":1.0,""engine"":""manual"",""page"":1,""bbox"":[334,669,260,643]}",2026-02-05 06:45:03.236732-05:00
108,21,MANUAL,n/a,total_withdrawals,337425.12,1.0,,"{""field"":""total_withdrawals"",""value"":""337425.12"",""confidence"":1.0,""engine"":""manual"",""page"":3,""bbox"":[360,249,195,496]}",2026-02-05 06:36:57.805818-05:00
109,21,MANUAL,n/a,nsf_count,5,1.0,true,"{""field"":""nsf_count"",""value"":""5"",""confidence"":1.0,""engine"":""manual"",""page"":1,""bbox"":[346,396,430,488]}",2026-02-05 06:50:19.593373-05:00
110,22,OPTISCAN_V3,3.1.0,business_name,Granite Services Solutions Inc,0.9515,true,"{""field"":""business_name"",""value"":""Granite Services Solutions Inc"",""confidence"":0.9515,""engine"":""optiscan_v3"",""page"":1,""bbox"":[288,368,491,451]}",2026-02-02 17:20:22.553724-05:00
111,22,OPTISCAN_V3,3.1.0,ein,41-0778863,0.9778,,"{""field"":""ein"",""value"":""41-0778863"",""confidence"":0.9778,""engine"":""optiscan_v3"",""page"":3,""bbox"":[333,469,137,159]}",2026-02-02 17:07:07.293225-05:00
112,22,OPTISCAN_V3,3.1.0,account_number,****0543,0.9627,,"{""field"":""account_number"",""value"":""****0543"",""confidence"":0.9627,""engine"":""optiscan_v3"",""page"":7,""bbox"":[54,414,391,515]}",2026-02-02 17:12:52.233785-05:00
113,22,OPTISCAN_V3,3.1.0,statement_period_start,2025-12-01,0.9661,,"{""field"":""statement_period_start"",""value"":""2025-12-01"",""confidence"":0.9661,""engine"":""optiscan_v3"",""page"":9,""bbox"":[306,580,243,622]}",2026-02-02 17:16:22.510286-05:00
114,22,OPTISCAN_V3,3.1.0,statement_period_end,2026-01-28,0.9572,,"{""field"":""statement_period_end"",""value"":""2026-01-28"",""confidence"":0.9572,""engine"":""optiscan_v3"",""page"":11,""bbox"":[399,403,322,91]}",2026-02-02 17:20:40.312951-05:00
115,22,OPTISCAN_V3,3.1.0,ending_balance,73384.38,0.9319,true,"{""field"":""ending_balance"",""value"":""73384.38"",""confidence"":0.9319,""engine"":""optiscan_v3"",""page"":5,""bbox"":[63,236,390,703]}",2026-02-02 17:19:05.516811-05:00
116,22,OPTISCAN_V3,3.1.0,total_deposits,303391.75,0.9806,,"{""field"":""total_deposits"",""value"":""303391.75"",""confidence"":0.9806,""engine"":""optiscan_v3"",""page"":9,""bbox"":[203,502,212,174]}",2026-02-02 17:18:33.198280-05:00
117,22,OPTISCAN_V3,3.1.0,total_withdrawals,142333.77,0.9708,,"{""field"":""total_withdrawals"",""value"":""142333.77"",""confidence"":0.9708,""engine"":""optiscan_v3"",""page"":9,""bbox"":[343,570,137,472]}",2026-02-02 17:12:44.493274-05:00
118,22,OPTISCAN_V3,3.1.0,nsf_count,1,0.949,false,"{""field"":""nsf_count"",""value"":""1"",""confidence"":0.949,""engine"":""optiscan_v3"",""page"":6,""bbox"":[42,618,436,269]}",2026-02-02 17:12:25.681555-05:00
119,24,AI_SERVICE,0.4.1,business_name,Uwharrie Roasters Group LLC,0.9361,,"{""field"":""business_name"",""value"":""Uwharrie Roasters Group LLC"",""confidence"":0.9361,""engine"":""ai_service"",""page"":1,""bbox"":[125,686,490,713]}",2026-02-10 15:24:59.605115-05:00
120,24,AI_SERVICE,0.4.1,ein,91-2306590,0.9592,,"{""field"":""ein"",""value"":""91-2306590"",""confidence"":0.9592,""engine"":""ai_service"",""page"":5,""bbox"":[101,154,415,659]}",2026-02-10 15:26:24.312455-05:00
121,24,AI_SERVICE,0.4.1,account_number,****5878,0.9484,,"{""field"":""account_number"",""value"":""****5878"",""confidence"":0.9484,""engine"":""ai_service"",""page"":5,""bbox"":[123,139,71,86]}",2026-02-10 15:32:17.406069-05:00
122,24,AI_SERVICE,0.4.1,statement_period_start,2025-12-01,0.9711,,"{""field"":""statement_period_start"",""value"":""2025-12-01"",""confidence"":0.9711,""engine"":""ai_service"",""page"":8,""bbox"":[139,226,337,698]}",2026-02-10 15:31:21.084947-05:00
123,24,AI_SERVICE,0.4.1,statement_period_end,2026-01-28,0.9999,,"{""field"":""statement_period_end"",""value"":""2026-01-28"",""confidence"":0.9999,""engine"":""ai_service"",""page"":3,""bbox"":[127,245,285,334]}",2026-02-10 15:28:32.465996-05:00
124,24,AI_SERVICE,0.4.1,ending_balance,59950.24,0.971,,"{""field"":""ending_balance"",""value"":""59950.24"",""confidence"":0.971,""engine"":""ai_service"",""page"":1,""bbox"":[37,52,339,396]}",2026-02-10 15:30:05.385288-05:00
125,24,AI_SERVICE,0.4.1,total_deposits,15246.21,0.9311,,"{""field"":""total_deposits"",""value"":""15246.21"",""confidence"":0.9311,""engine"":""ai_service"",""page"":6,""bbox"":[40,429,110,663]}",2026-02-10 15:22:04.742344-05:00
126,24,AI_SERVICE,0.4.1,total_withdrawals,336038.80,0.9312,,"{""field"":""total_withdrawals"",""value"":""336038.80"",""confidence"":0.9312,""engine"":""ai_service"",""page"":1,""bbox"":[52,95,140,105]}",2026-02-10 15:22:12.732084-05:00
127,24,AI_SERVICE,0.4.1,nsf_count,6,0.9496,,"{""field"":""nsf_count"",""value"":""6"",""confidence"":0.9496,""engine"":""ai_service"",""page"":8,""bbox"":[123,494,415,442]}",2026-02-10 15:33:12.065277-05:00
128,25,OPTISCAN_V3,3.1.0,business_name,Uwharrie Roasters Group LLC,0.9377,true,"{""field"":""business_name"",""value"":""Uwharrie Roasters Group LLC"",""confidence"":0.9377,""engine"":""optiscan_v3"",""page"":9,""bbox"":[48,87,373,158]}",2026-02-11 08:32:43.828590-05:00
129,25,OPTISCAN_V3,3.1.0,ein,91-2306590,0.9786,,"{""field"":""ein"",""value"":""91-2306590"",""confidence"":0.9786,""engine"":""optiscan_v3"",""page"":5,""bbox"":[112,602,244,229]}",2026-02-11 08:41:30.873111-05:00
130,25,OPTISCAN_V3,3.1.0,account_number,****1413,0.9498,,"{""field"":""account_number"",""value"":""****1413"",""confidence"":0.9498,""engine"":""optiscan_v3"",""page"":5,""bbox"":[37,247,234,655]}",2026-02-11 08:34:02.242546-05:00
131,25,OPTISCAN_V3,3.1.0,statement_period_start,2025-12-01,0.9999,true,"{""field"":""statement_period_start"",""value"":""2025-12-01"",""confidence"":0.9999,""engine"":""optiscan_v3"",""page"":1,""bbox"":[105,56,363,221]}",2026-02-11 08:42:09.551264-05:00
132,25,OPTISCAN_V3,3.1.0,statement_period_end,2026-01-28,0.9125,,"{""field"":""statement_period_end"",""value"":""2026-01-28"",""confidence"":0.9125,""engine"":""optiscan_v3"",""page"":9,""bbox"":[331,376,394,260]}",2026-02-11 08:32:44.752935-05:00
133,25,OPTISCAN_V3,3.1.0,ending_balance,120602.27,0.976,true,"{""field"":""ending_balance"",""value"":""120602.27"",""confidence"":0.976,""engine"":""optiscan_v3"",""page"":10,""bbox"":[325,162,310,131]}",2026-02-11 08:30:22.323221-05:00
134,25,OPTISCAN_V3,3.1.0,total_deposits,215530.98,0.944,,"{""field"":""total_deposits"",""value"":""215530.98"",""confidence"":0.944,""engine"":""optiscan_v3"",""page"":5,""bbox"":[133,561,170,160]}",2026-02-11 08:38:40.430916-05:00
135,25,OPTISCAN_V3,3.1.0,total_withdrawals,23748.45,0.9488,,"{""field"":""total_withdrawals"",""value"":""23748.45"",""confidence"":0.9488,""engine"":""optiscan_v3"",""page"":3,""bbox"":[127,615,346,604]}",2026-02-11 08:36:28.989785-05:00
136,25,OPTISCAN_V3,3.1.0,nsf_count,5,0.9999,,"{""field"":""nsf_count"",""value"":""5"",""confidence"":0.9999,""engine"":""optiscan_v3"",""page"":11,""bbox"":[122,310,499,91]}",2026-02-11 08:39:30.369931-05:00
137,26,OPTISCAN_V2,2.14.3,business_name,Uwharrie Roasters Group LLC,0.9338,,"{""field"":""business_name"",""value"":""Uwharrie Roasters Group LLC"",""confidence"":0.9338,""engine"":""optiscan_v2"",""page"":7,""bbox"":[256,551,63,503]}",2026-02-09 22:04:17.516328-05:00
138,26,OPTISCAN_V2,2.14.3,ein,91-2306590,0.9687,,"{""field"":""ein"",""value"":""91-2306590"",""confidence"":0.9687,""engine"":""optiscan_v2"",""page"":11,""bbox"":[299,27,475,204]}",2026-02-09 21:58:51.439388-05:00
139,26,OPTISCAN_V2,2.14.3,gross_receipts,917700.41,0.929,,"{""field"":""gross_receipts"",""value"":""917700.41"",""confidence"":0.929,""engine"":""optiscan_v2"",""page"":2,""bbox"":[263,360,141,467]}",2026-02-09 21:58:04.819373-05:00
140,26,OPTISCAN_V2,2.14.3,net_income,341989.38,0.9718,,"{""field"":""net_income"",""value"":""341989.38"",""confidence"":0.9718,""engine"":""optiscan_v2"",""page"":9,""bbox"":[59,471,492,379]}",2026-02-09 21:57:27.084450-05:00
141,26,OPTISCAN_V2,2.14.3,tax_year,2023,0.9651,,"{""field"":""tax_year"",""value"":""2023"",""confidence"":0.9651,""engine"":""optiscan_v2"",""page"":9,""bbox"":[386,486,251,679]}",2026-02-09 22:03:47.726867-05:00
142,27,OPTISCAN_V3,3.1.0,business_name,Mallard Company Inc,0.9613,,"{""field"":""business_name"",""value"":""Mallard Company Inc"",""confidence"":0.9613,""engine"":""optiscan_v3"",""page"":4,""bbox"":[335,150,202,86]}",2026-02-03 12:12:55.931734-05:00
143,27,OPTISCAN_V3,3.1.0,ein,85-1407784,0.9788,true,"{""field"":""ein"",""value"":""85-1407784"",""confidence"":0.9788,""engine"":""optiscan_v3"",""page"":3,""bbox"":[334,545,186,510]}",2026-02-03 12:06:00.413862-05:00
144,27,OPTISCAN_V3,3.1.0,account_number,****4080,0.9445,true,"{""field"":""account_number"",""value"":""****4080"",""confidence"":0.9445,""engine"":""optiscan_v3"",""page"":4,""bbox"":[48,231,299,546]}",2026-02-03 12:15:25.281490-05:00
145,27,OPTISCAN_V3,3.1.0,statement_period_start,2025-12-01,0.8969,,"{""field"":""statement_period_start"",""value"":""2025-12-01"",""confidence"":0.8969,""engine"":""optiscan_v3"",""page"":2,""bbox"":[350,130,182,284]}",2026-02-03 12:06:40.481221-05:00
146,27,OPTISCAN_V3,3.1.0,statement_period_end,2026-01-28,0.9436,,"{""field"":""statement_period_end"",""value"":""2026-01-28"",""confidence"":0.9436,""engine"":""optiscan_v3"",""page"":5,""bbox"":[367,188,416,327]}",2026-02-03 12:10:54.188471-05:00
147,27,OPTISCAN_V3,3.1.0,ending_balance,206286.11,0.9297,,"{""field"":""ending_balance"",""value"":""206286.11"",""confidence"":0.9297,""engine"":""optiscan_v3"",""page"":1,""bbox"":[37,90,307,650]}",2026-02-03 12:05:02.964766-05:00
148,27,OPTISCAN_V3,3.1.0,total_deposits,137730.06,0.9991,,"{""field"":""total_deposits"",""value"":""137730.06"",""confidence"":0.9991,""engine"":""optiscan_v3"",""page"":2,""bbox"":[212,221,267,531]}",2026-02-03 12:11:02.700465-05:00
149,27,OPTISCAN_V3,3.1.0,total_withdrawals,14238.50,0.9368,,"{""field"":""total_withdrawals"",""value"":""14238.50"",""confidence"":0.9368,""engine"":""optiscan_v3"",""page"":4,""bbox"":[378,529,149,321]}",2026-02-03 12:07:54.823793-05:00
150,27,OPTISCAN_V3,3.1.0,nsf_count,0,0.9696,,"{""field"":""nsf_count"",""value"":""0"",""confidence"":0.9696,""engine"":""optiscan_v3"",""page"":1,""bbox"":[202,45,99,618]}",2026-02-03 12:14:32.212828-05:00
151,30,OPTISCAN_V3,3.1.0,business_name,Granite Supply LLC,0.9574,true,"{""field"":""business_name"",""value"":""Granite Supply LLC"",""confidence"":0.9574,""engine"":""optiscan_v3"",""page"":4,""bbox"":[85,69,344,695]}",2026-02-09 02:18:50.323416-05:00
152,30,OPTISCAN_V3,3.1.0,ein,75-9905944,0.9831,true,"{""field"":""ein"",""value"":""75-9905944"",""confidence"":0.9831,""engine"":""optiscan_v3"",""page"":2,""bbox"":[124,425,126,575]}",2026-02-09 02:20:25.094138-05:00
153,30,OPTISCAN_V3,3.1.0,account_number,****5410,0.9151,,"{""field"":""account_number"",""value"":""****5410"",""confidence"":0.9151,""engine"":""optiscan_v3"",""page"":1,""bbox"":[95,228,220,119]}",2026-02-09 02:12:32.975111-05:00
154,30,OPTISCAN_V3,3.1.0,statement_period_start,2025-12-01,0.9435,,"{""field"":""statement_period_start"",""value"":""2025-12-01"",""confidence"":0.9435,""engine"":""optiscan_v3"",""page"":1,""bbox"":[98,611,467,606]}",2026-02-09 02:18:52.647196-05:00
155,30,OPTISCAN_V3,3.1.0,statement_period_end,2026-01-28,0.947,true,"{""field"":""statement_period_end"",""value"":""2026-01-28"",""confidence"":0.947,""engine"":""optiscan_v3"",""page"":2,""bbox"":[370,246,206,419]}",2026-02-09 02:26:23.181091-05:00
156,30,OPTISCAN_V3,3.1.0,ending_balance,159617.70,0.9268,,"{""field"":""ending_balance"",""value"":""159617.70"",""confidence"":0.9268,""engine"":""optiscan_v3"",""page"":4,""bbox"":[242,230,418,482]}",2026-02-09 02:17:59.233484-05:00
157,30,OPTISCAN_V3,3.1.0,total_deposits,182114.18,0.9185,,"{""field"":""total_deposits"",""value"":""182114.18"",""confidence"":0.9185,""engine"":""optiscan_v3"",""page"":2,""bbox"":[364,405,462,246]}",2026-02-09 02:22:10.225076-05:00
158,30,OPTISCAN_V3,3.1.0,total_withdrawals,78580.35,0.929,,"{""field"":""total_withdrawals"",""value"":""78580.35"",""confidence"":0.929,""engine"":""optiscan_v3"",""page"":4,""bbox"":[216,477,309,652]}",2026-02-09 02:18:03.379006-05:00
159,30,OPTISCAN_V3,3.1.0,nsf_count,2,0.9814,,"{""field"":""nsf_count"",""value"":""2"",""confidence"":0.9814,""engine"":""optiscan_v3"",""page"":4,""bbox"":[172,46,388,448]}",2026-02-09 02:14:42.465209-05:00
160,32,OPTISCAN_V2,2.14.3,business_name,Statesville Contractors Inc,0.9999,true,"{""field"":""business_name"",""value"":""Statesville Contractors Inc"",""confidence"":0.9999,""engine"":""optiscan_v2"",""page"":1,""bbox"":[262,153,321,543]}",2026-02-06 23:31:27.975865-05:00
161,32,OPTISCAN_V2,2.14.3,ein,49-9000425,0.9944,true,"{""field"":""ein"",""value"":""49-9000425"",""confidence"":0.9944,""engine"":""optiscan_v2"",""page"":11,""bbox"":[370,191,348,430]}",2026-02-06 23:34:44.378029-05:00
162,32,OPTISCAN_V2,2.14.3,account_number,****0586,0.9953,,"{""field"":""account_number"",""value"":""****0586"",""confidence"":0.9953,""engine"":""optiscan_v2"",""page"":6,""bbox"":[327,569,131,76]}",2026-02-06 23:33:19.910630-05:00
163,32,OPTISCAN_V2,2.14.3,statement_period_start,2025-12-01,0.9517,,"{""field"":""statement_period_start"",""value"":""2025-12-01"",""confidence"":0.9517,""engine"":""optiscan_v2"",""page"":4,""bbox"":[376,314,82,284]}",2026-02-06 23:39:23.732270-05:00
164,32,OPTISCAN_V2,2.14.3,statement_period_end,2026-01-28,0.9849,,"{""field"":""statement_period_end"",""value"":""2026-01-28"",""confidence"":0.9849,""engine"":""optiscan_v2"",""page"":12,""bbox"":[152,359,422,193]}",2026-02-06 23:29:20.089327-05:00
165,32,OPTISCAN_V2,2.14.3,ending_balance,48787.82,0.972,,"{""field"":""ending_balance"",""value"":""48787.82"",""confidence"":0.972,""engine"":""optiscan_v2"",""page"":11,""bbox"":[290,90,288,94]}",2026-02-06 23:27:43.656167-05:00
166,32,OPTISCAN_V2,2.14.3,total_deposits,154508.12,0.9616,,"{""field"":""total_deposits"",""value"":""154508.12"",""confidence"":0.9616,""engine"":""optiscan_v2"",""page"":8,""bbox"":[69,422,430,323]}",2026-02-06 23:33:40.529426-05:00
167,32,OPTISCAN_V2,2.14.3,total_withdrawals,241200.61,0.9874,,"{""field"":""total_withdrawals"",""value"":""241200.61"",""confidence"":0.9874,""engine"":""optiscan_v2"",""page"":11,""bbox"":[267,647,469,685]}",2026-02-06 23:39:39.843716-05:00
168,32,OPTISCAN_V2,2.14.3,nsf_count,2,0.9999,true,"{""field"":""nsf_count"",""value"":""2"",""confidence"":0.9999,""engine"":""optiscan_v2"",""page"":11,""bbox"":[191,648,355,640]}",2026-02-06 23:35:53.798283-05:00
169,34,OPTISCAN_V2,2.14.3,business_name,Statesville Contractors Inc,0.9999,,"{""field"":""business_name"",""value"":""Statesville Contractors Inc"",""confidence"":0.9999,""engine"":""optiscan_v2"",""page"":4,""bbox"":[391,112,338,100]}",2026-02-05 21:33:43.746039-05:00
170,34,OPTISCAN_V2,2.14.3,ein,49-9000425,0.9644,,"{""field"":""ein"",""value"":""49-9000425"",""confidence"":0.9644,""engine"":""optiscan_v2"",""page"":2,""bbox"":[101,613,486,653]}",2026-02-05 21:39:54.353665-05:00
171,34,OPTISCAN_V2,2.14.3,account_number,****0104,0.9953,true,"{""field"":""account_number"",""value"":""****0104"",""confidence"":0.9953,""engine"":""optiscan_v2"",""page"":1,""bbox"":[262,677,228,374]}",2026-02-05 21:41:20.903783-05:00
172,34,OPTISCAN_V2,2.14.3,statement_period_start,2025-12-01,0.9012,,"{""field"":""statement_period_start"",""value"":""2025-12-01"",""confidence"":0.9012,""engine"":""optiscan_v2"",""page"":2,""bbox"":[29,162,263,171]}",2026-02-05 21:44:27.099689-05:00
173,34,OPTISCAN_V2,2.14.3,statement_period_end,2026-01-28,0.9488,,"{""field"":""statement_period_end"",""value"":""2026-01-28"",""confidence"":0.9488,""engine"":""optiscan_v2"",""page"":2,""bbox"":[105,260,69,443]}",2026-02-05 21:40:01.312020-05:00
174,34,OPTISCAN_V2,2.14.3,ending_balance,182539.70,0.9551,,"{""field"":""ending_balance"",""value"":""182539.70"",""confidence"":0.9551,""engine"":""optiscan_v2"",""page"":2,""bbox"":[348,490,362,402]}",2026-02-05 21:47:21.381635-05:00
175,34,OPTISCAN_V2,2.14.3,total_deposits,307528.09,0.963,,"{""field"":""total_deposits"",""value"":""307528.09"",""confidence"":0.963,""engine"":""optiscan_v2"",""page"":2,""bbox"":[233,297,489,607]}",2026-02-05 21:46:01.358361-05:00
176,34,OPTISCAN_V2,2.14.3,total_withdrawals,341351.88,0.9436,,"{""field"":""total_withdrawals"",""value"":""341351.88"",""confidence"":0.9436,""engine"":""optiscan_v2"",""page"":2,""bbox"":[394,451,492,333]}",2026-02-05 21:42:00.463663-05:00
177,34,OPTISCAN_V2,2.14.3,nsf_count,0,0.9789,,"{""field"":""nsf_count"",""value"":""0"",""confidence"":0.9789,""engine"":""optiscan_v2"",""page"":1,""bbox"":[175,418,498,637]}",2026-02-05 21:43:47.761673-05:00
178,35,OPTISCAN_V3,3.1.0,business_name,Torres Salon LLC,0.9566,,"{""field"":""business_name"",""value"":""Torres Salon LLC"",""confidence"":0.9566,""engine"":""optiscan_v3"",""page"":2,""bbox"":[220,153,487,654]}",2026-02-16 20:01:54.225356-05:00
179,35,OPTISCAN_V3,3.1.0,ein,,0.9164,,"{""field"":""ein"",""value"":"""",""confidence"":0.9164,""engine"":""optiscan_v3"",""page"":8,""bbox"":[61,166,152,397]}",2026-02-16 20:01:37.167667-05:00
180,35,OPTISCAN_V3,3.1.0,account_number,****1400,0.9999,,"{""field"":""account_number"",""value"":""****1400"",""confidence"":0.9999,""engine"":""optiscan_v3"",""page"":1,""bbox"":[209,476,494,31]}",2026-02-16 20:08:23.804270-05:00
181,35,OPTISCAN_V3,3.1.0,statement_period_start,2026-01-01,0.9752,,"{""field"":""statement_period_start"",""value"":""2026-01-01"",""confidence"":0.9752,""engine"":""optiscan_v3"",""page"":10,""bbox"":[302,30,476,122]}",2026-02-16 20:11:53.829181-05:00
182,35,OPTISCAN_V3,3.1.0,statement_period_end,2026-01-28,0.9737,false,"{""field"":""statement_period_end"",""value"":""2026-01-28"",""confidence"":0.9737,""engine"":""optiscan_v3"",""page"":2,""bbox"":[150,699,140,512]}",2026-02-16 20:05:38.089802-05:00
183,35,OPTISCAN_V3,3.1.0,ending_balance,196580.42,0.9999,true,"{""field"":""ending_balance"",""value"":""196580.42"",""confidence"":0.9999,""engine"":""optiscan_v3"",""page"":11,""bbox"":[78,656,345,217]}",2026-02-16 20:07:12.447294-05:00
184,35,OPTISCAN_V3,3.1.0,total_deposits,192954.18,0.9496,,"{""field"":""total_deposits"",""value"":""192954.18"",""confidence"":0.9496,""engine"":""optiscan_v3"",""page"":6,""bbox"":[27,554,86,183]}",2026-02-16 20:04:37.444294-05:00
185,35,OPTISCAN_V3,3.1.0,total_withdrawals,227787.29,0.9897,,"{""field"":""total_withdrawals"",""value"":""227787.29"",""confidence"":0.9897,""engine"":""optiscan_v3"",""page"":8,""bbox"":[247,645,166,88]}",2026-02-16 20:05:27.426367-05:00
186,35,OPTISCAN_V3,3.1.0,nsf_count,0,0.9999,true,"{""field"":""nsf_count"",""value"":""0"",""confidence"":0.9999,""engine"":""optiscan_v3"",""page"":8,""bbox"":[130,636,106,238]}",2026-02-16 20:08:31.152653-05:00
187,38,OPTISCAN_V3,3.1.0,business_name,Cherryville Enterprises LLC,0.9247,,"{""field"":""business_name"",""value"":""Cherryville Enterprises LLC"",""confidence"":0.9247,""engine"":""optiscan_v3"",""page"":4,""bbox"":[330,315,124,417]}",2026-02-05 10:54:55.051512-05:00
188,38,OPTISCAN_V3,3.1.0,ein,81-5581775,0.9515,,"{""field"":""ein"",""value"":""81-5581775"",""confidence"":0.9515,""engine"":""optiscan_v3"",""page"":1,""bbox"":[115,250,147,173]}",2026-02-05 10:57:54.873829-05:00
189,38,OPTISCAN_V3,3.1.0,account_number,****8261,0.9192,,"{""field"":""account_number"",""value"":""****8261"",""confidence"":0.9192,""engine"":""optiscan_v3"",""page"":2,""bbox"":[187,228,343,561]}",2026-02-05 10:51:38.696780-05:00
190,38,OPTISCAN_V3,3.1.0,statement_period_start,2025-12-01,0.9791,true,"{""field"":""statement_period_start"",""value"":""2025-12-01"",""confidence"":0.9791,""engine"":""optiscan_v3"",""page"":3,""bbox"":[108,463,187,152]}",2026-02-05 10:55:32.229180-05:00
191,38,OPTISCAN_V3,3.1.0,statement_period_end,2026-01-28,0.9455,,"{""field"":""statement_period_end"",""value"":""2026-01-28"",""confidence"":0.9455,""engine"":""optiscan_v3"",""page"":4,""bbox"":[328,511,228,547]}",2026-02-05 11:00:20.004692-05:00
192,38,OPTISCAN_V3,3.1.0,ending_balance,95362.78,0.9127,,"{""field"":""ending_balance"",""value"":""95362.78"",""confidence"":0.9127,""engine"":""optiscan_v3"",""page"":5,""bbox"":[213,177,306,530]}",2026-02-05 10:57:32.826191-05:00
