transaction_id,application_id,document_id,account_last4,posted_date,description,amount,running_balance,category,category_source,created_at
187,4,17,8710,2026-01-27,REMOTE DEPOSIT CAPTURE 61791598,12071.07,197187.74,CHECK_DEPOSIT,OPTISCAN_RULES,2026-02-10 00:40:42.791897-05:00
188,4,17,8710,2026-01-28,GUSTO PAYROLL,-12391.67,184796.07,PAYROLL,OPTISCAN_RULES,2026-02-10 00:50:04.241464-05:00
189,4,17,8710,2026-01-29,COMMERCIAL RENT ACH,-6383.40,178412.67,,,2026-02-10 00:46:42.519971-05:00
190,4,17,8710,2026-01-30,STATE TAX PAYMENT,-8520.94,169891.73,TAX,OPTISCAN_RULES,2026-02-10 00:51:02.116784-05:00
191,4,17,8710,2026-01-31,HOME DEPOT PRO,-463.29,169428.44,,,2026-02-10 00:47:32.890440-05:00
192,4,17,8710,2026-02-01,fastcapital loan,174500.00,343928.44,ACH_CREDIT,OPTISCAN_RULES,2026-02-10 00:55:06.458759-05:00
193,4,17,8710,2026-02-02,HOME DEPOT PRO,-8699.49,335228.95,SUPPLIER,OPTISCAN_RULES,2026-02-10 00:50:01.854839-05:00
194,5,18,4478,2025-12-25,CARD PAYMENT THANK YOU,-29044.95,132173.13,,,2026-02-14 13:01:32.737414-05:00
195,5,18,4478,2025-12-26,US FOODS ACH DEBIT,-79912.16,52260.97,SUPPLIER,OPTISCAN_RULES,2026-02-14 13:03:40.982534-05:00
196,5,18,4478,2025-12-27,INSURANCE PREMIUM ACH,-42786.03,9474.94,,,2026-02-14 13:06:10.366276-05:00
197,5,18,4478,2025-12-28,STRIPE PAYOUT,197818.02,207292.96,CARD_SETTLEMENT,MANUAL,2026-02-14 13:00:47.331315-05:00
198,5,18,4478,2025-12-29,SYSCO FOOD SERVICE,-68874.69,138418.27,,,2026-02-14 13:14:37.612643-05:00
199,5,18,4478,2025-12-30,SQUARE INC          DEPOSIT 05343410,108666.04,247084.31,,,2026-02-14 13:10:33.642954-05:00
200,5,18,4478,2025-12-31,GUSTO PAYROLL,-82234.73,164849.58,,,2026-02-14 13:10:24.217454-05:00
201,5,18,4478,2026-01-01,ADP PAYROLL FEES ****3167,-35703.31,129146.27,PAYROLL,OPTISCAN_RULES,2026-02-14 13:08:25.821812-05:00
202,5,18,4478,2026-01-02,AMEX SETTLEMENT,76370.38,205516.65,,,2026-02-14 13:08:20.684289-05:00
203,5,18,4478,2026-01-03,HOME DEPOT PRO 02371765,-105288.13,100228.52,SUPPLIER,OPTISCAN_RULES,2026-02-14 13:16:13.983965-05:00
204,5,18,4478,2026-01-05,MERCHANT BANKCD DEP,116729.33,216957.85,CARD_SETTLEMENT,AI_SERVICE,2026-02-14 13:15:07.080819-05:00
205,5,18,4478,2026-01-07,AMEX SETTLEMENT ****4160,189343.63,406301.48,,,2026-02-14 13:14:00.867819-05:00
206,5,18,4478,2026-01-08,SYSCO FOOD SERVICE,-38268.86,368032.62,,,2026-02-14 13:09:48.423262-05:00
207,5,18,4478,2026-01-09,SQUARE INC          DEPOSIT   ,155529.18,523561.80,CARD_SETTLEMENT,OPTISCAN_RULES,2026-02-14 13:01:47.636781-05:00
208,5,18,4478,2026-01-11,WIRE IN REF 8841 28192213,173650.84,697212.64,WIRE_IN,OPTISCAN_RULES,2026-02-14 13:01:41.142883-05:00
209,5,18,4478,2026-01-13,COMMERCIAL RENT ACH,-92808.66,604403.98,RENT,OPTISCAN_RULES,2026-02-14 13:01:47.649084-05:00
210,5,18,4478,2026-01-14,COMMERCIAL RENT ACH,-57064.62,547339.36,RENT,OPTISCAN_RULES,2026-02-14 13:13:15.433989-05:00
211,5,18,4478,2026-01-15,ATM WITHDRAWAL,-7001.14,540338.22,,,2026-02-14 13:08:21.580138-05:00
212,5,18,4478,2026-01-16,sysco food service,-29976.35,510361.87,,,2026-02-14 13:00:29.015121-05:00
213,5,18,4478,2026-01-17,ATM WITHDRAWAL,-22974.41,487387.46,,,2026-02-14 13:06:30.571466-05:00
214,5,18,4478,2026-01-18,WIRE IN REF 8841,116502.09,603889.55,WIRE_IN,OPTISCAN_RULES,2026-02-14 13:11:49.328340-05:00
215,5,18,4478,2026-01-19,AMEX SETTLEMENT ****7475,144305.47,748195.02,,,2026-02-14 13:13:38.789540-05:00
216,5,18,4478,2026-01-21,TOAST POS SETTLEMENT,141230.34,889425.36,CARD_SETTLEMENT,OPTISCAN_RULES,2026-02-14 13:01:08.240803-05:00
217,5,18,4478,2026-01-22,HOME DEPOT PRO ****3382,-81142.52,808282.84,SUPPLIER,OPTISCAN_RULES,2026-02-14 13:15:20.750656-05:00
218,5,18,4478,2026-01-23,INSURANCE PREMIUM ACH 12495677,-78300.73,729982.11,,,2026-02-14 13:05:07.443240-05:00
219,5,19,7475,2025-12-22,SQUARE INC          DEPOSIT 76211416,74583.20,145684.38,CARD_SETTLEMENT,OPTISCAN_RULES,2026-02-15 05:29:49.692795-05:00
220,5,19,7475,2025-12-23,TOAST POS SETTLEMENT,169464.90,315149.28,CARD_SETTLEMENT,MANUAL,2026-02-15 05:20:13.982667-05:00
221,5,19,7475,2025-12-24,US FOODS ACH DEBIT,-43421.49,271727.79,,,2026-02-15 05:27:16.371768-05:00
222,5,19,7475,2025-12-25,SHOPIFY PAYMENTS PAYOUT   ,86561.51,358289.30,CARD_SETTLEMENT,OPTISCAN_RULES,2026-02-15 05:27:42.884205-05:00
223,5,19,7475,2025-12-26,gusto payroll,-30305.70,327983.60,,,2026-02-15 05:18:56.768892-05:00
224,5,19,7475,2025-12-27,CARD PAYMENT THANK YOU ****8004,-75461.38,252522.22,OTHER,MANUAL,2026-02-15 05:26:04.727338-05:00
225,5,19,7475,2025-12-28,SQUARE INC          DEPOSIT,171987.80,424510.02,,,2026-02-15 05:31:02.378857-05:00
226,5,19,7475,2025-12-29,SQUARE INC          DEPOSIT,193726.08,618236.10,,,2026-02-15 05:24:12.112970-05:00
227,5,19,7475,2025-12-30,SBA LOAN PAYMENT 07088568,-85146.70,533089.40,DEBT_SERVICE,OPTISCAN_RULES,2026-02-15 05:19:55.010230-05:00
228,5,19,7475,2025-12-31,GUSTO PAYROLL,-94106.25,438983.15,,,2026-02-15 05:18:22.737443-05:00
229,5,19,7475,2026-01-01,GUSTO PAYROLL,-56342.64,382640.51,,,2026-02-15 05:23:07.919174-05:00
230,5,19,7475,2026-01-02,US FOODS ACH DEBIT ****6613,-87985.26,294655.25,,,2026-02-15 05:18:52.857917-05:00
231,5,19,7475,2026-01-03,SBA LOAN PAYMENT,-105018.34,189636.91,DEBT_SERVICE,OPTISCAN_RULES,2026-02-15 05:30:16.980767-05:00
232,5,19,7475,2026-01-04,COMMERCIAL RENT ACH 27623241,-103772.14,85864.77,,,2026-02-15 05:30:39.432084-05:00
233,5,19,7475,2026-01-05,SYSCO FOOD SERVICE   ,-28293.92,57570.85,SUPPLIER,OPTISCAN_RULES,2026-02-15 05:27:27.996089-05:00
234,5,19,7475,2026-01-06,CARD PAYMENT THANK YOU,-44835.31,12735.54,OTHER,OPTISCAN_RULES,2026-02-15 05:24:39.298642-05:00
235,5,19,7475,2026-01-07,REMOTE DEPOSIT CAPTURE,70107.29,82842.83,CHECK_DEPOSIT,OPTISCAN_RULES,2026-02-15 05:18:03.845874-05:00
236,5,19,7475,2026-01-08,SYSCO FOOD SERVICE   ,-32312.25,50530.58,SUPPLIER,OPTISCAN_RULES,2026-02-15 05:16:17.429410-05:00
237,5,19,7475,2026-01-09,US FOODS ACH DEBIT,-88889.78,-38359.20,SUPPLIER,OPTISCAN_RULES,2026-02-15 05:19:26.600581-05:00
238,5,19,7475,2026-01-10,AMEX SETTLEMENT ****3437,63432.54,25073.34,,,2026-02-15 05:14:20.208133-05:00
239,5,19,7475,2026-01-11,SBA LOAN PAYMENT,-16328.67,8744.67,,,2026-02-15 05:15:34.333103-05:00
240,5,19,7475,2026-01-12,COMMERCIAL RENT ACH,-94985.35,-86240.68,,,2026-02-15 05:31:09.258184-05:00
241,5,19,7475,2026-01-13,ACH CREDIT CUSTOMER PMT,128161.48,41920.80,,,2026-02-15 05:16:57.803641-05:00
242,5,19,7475,2026-01-14,WIRE IN REF 8841   ,102024.90,143945.70,WIRE_IN,OPTISCAN_RULES,2026-02-15 05:28:08.786794-05:00
243,5,19,7475,2026-01-15,SQUARE INC          DEPOSIT,84535.68,228481.38,,,2026-02-15 05:15:20.436740-05:00
244,5,19,7475,2026-01-16,OVERDRAFT ITEM FEE,-29.00,228452.38,,,2026-02-15 05:26:59.028120-05:00
245,5,19,7475,2026-01-17,INSURANCE PREMIUM ACH   ,-49937.33,178515.05,,,2026-02-15 05:23:42.149079-05:00
246,5,19,7475,2026-01-18,COMMERCIAL RENT ACH ****9317,-4277.53,174237.52,,,2026-02-15 05:18:40.542108-05:00
247,5,19,7475,2026-01-19,AMEX SETTLEMENT,197370.91,371608.43,CARD_SETTLEMENT,AI_SERVICE,2026-02-15 05:16:58.226131-05:00
248,5,19,7475,2026-01-20,SBA LOAN PAYMENT,-58738.47,312869.96,DEBT_SERVICE,OPTISCAN_RULES,2026-02-15 05:26:50.206084-05:00
249,5,19,7475,2025-11-22,CARD PAYMENT THANK YOU,-31659.85,281210.11,,,2026-02-15 05:23:03.155468-05:00
250,5,19,7475,2025-11-23,DUKE ENERGY BILLPAY,-62254.07,218956.04,UTILITIES,OPTISCAN_RULES,2026-02-15 05:24:24.906443-05:00
251,5,19,7475,2025-11-24,US FOODS ACH DEBIT ****3319,-30096.71,188859.33,,,2026-02-15 05:28:18.252994-05:00
252,5,19,7475,2025-11-25,STRIPE PAYOUT 34375525,16024.95,204884.28,,,2026-02-15 05:17:23.708642-05:00
253,5,19,7475,2025-11-26,ATM WITHDRAWAL,-100161.59,104722.69,,,2026-02-15 05:25:54.685930-05:00
254,5,19,7475,2025-11-27,MERCHANT BANKCD DEP,8186.88,112909.57,,,2026-02-15 05:18:08.487964-05:00
255,5,19,7475,2025-11-28,GUSTO PAYROLL ****8890,-41029.39,71880.18,PAYROLL,OPTISCAN_RULES,2026-02-15 05:25:44.685250-05:00
256,5,19,7475,2025-11-29,GUSTO PAYROLL,-43360.62,28519.56,PAYROLL,AI_SERVICE,2026-02-15 05:21:52.890269-05:00
257,5,19,7475,2025-11-30,DUKE ENERGY BILLPAY,-56368.86,-27849.30,,,2026-02-15 05:14:22.282790-05:00
258,5,19,7475,2025-12-01,SYSCO FOOD SERVICE,-11864.85,-39714.15,SUPPLIER,OPTISCAN_RULES,2026-02-15 05:17:20.580566-05:00
259,5,19,7475,2025-12-02,GUSTO PAYROLL ****5459,-6707.10,-46421.25,,,2026-02-15 05:16:19.253306-05:00
260,5,19,7475,2025-12-03,sysco food service,-32082.01,-78503.26,SUPPLIER,OPTISCAN_RULES,2026-02-15 05:14:38.338090-05:00
261,5,19,7475,2025-12-04,MERCHANT BANKCD DEP,35835.07,-42668.19,,,2026-02-15 05:29:24.697956-05:00
262,5,19,7475,2025-12-05,GUSTO PAYROLL 59181961,-62778.61,-105446.80,,,2026-02-15 05:17:20.882655-05:00
263,5,19,7475,2025-12-06,AMEX SETTLEMENT ****9099,100146.28,-5300.52,,,2026-02-15 05:22:09.764819-05:00
264,5,19,7475,2025-12-07,GUSTO PAYROLL,-68910.86,-74211.38,PAYROLL,AI_SERVICE,2026-02-15 05:26:34.913642-05:00
265,5,19,7475,2025-12-08,NSF FEE,-35.00,-74246.38,FEE,AI_SERVICE,2026-02-15 05:26:30.330589-05:00
266,5,19,7475,2025-12-10,US FOODS ACH DEBIT,-9359.08,-83605.46,SUPPLIER,OPTISCAN_RULES,2026-02-15 05:24:18.847505-05:00
267,5,19,7475,2025-12-11,ACH CREDIT CUSTOMER PMT,50865.24,-32740.22,ACH_CREDIT,OPTISCAN_RULES,2026-02-15 05:17:05.686676-05:00
268,5,19,7475,2025-12-12,COMMERCIAL RENT ACH,-100672.33,-133412.55,,,2026-02-15 05:23:50.912448-05:00
269,5,19,7475,2025-12-13,SBA LOAN PAYMENT,-20049.91,-153462.46,DEBT_SERVICE,OPTISCAN_RULES,2026-02-15 05:21:02.663758-05:00
270,5,19,7475,2025-12-14,square inc          deposit,16153.30,-137309.16,CARD_SETTLEMENT,OPTISCAN_RULES,2026-02-15 05:21:58.732515-05:00
271,5,19,7475,2025-12-15,REMOTE DEPOSIT CAPTURE,38524.79,-98784.37,,,2026-02-15 05:30:04.869596-05:00
272,5,19,7475,2025-12-16,STRIPE PAYOUT ****1494,135880.11,37095.74,,,2026-02-15 05:26:43.214215-05:00
273,5,19,7475,2025-12-17,CARD PAYMENT THANK YOU,-19530.49,17565.25,OTHER,OPTISCAN_RULES,2026-02-15 05:19:05.371313-05:00
274,5,19,7475,2025-12-18,OVERDRAFT ITEM FEE 23801010,-29.00,17536.25,FEE,OPTISCAN_RULES,2026-02-15 05:21:28.419534-05:00
275,5,19,7475,2025-12-19,DUKE ENERGY BILLPAY,-97738.34,-80202.09,UTILITIES,OPTISCAN_RULES,2026-02-15 05:28:09.334432-05:00
276,5,19,7475,2025-12-20,STATE TAX PAYMENT,-24144.89,-104346.98,,,2026-02-15 05:28:04.962323-05:00
277,5,19,7475,2025-12-21,REMOTE DEPOSIT CAPTURE ****7975,188871.92,84524.94,CHECK_DEPOSIT,OPTISCAN_RULES,2026-02-15 05:32:53.347429-05:00
278,5,19,7475,2025-10-23,GUSTO PAYROLL,-37272.98,47251.96,PAYROLL,AI_SERVICE,2026-02-15 05:27:13.996386-05:00
279,5,19,7475,2025-10-24,VENDOR CHECK 1042   ,-80968.53,-33716.57,SUPPLIER,AI_SERVICE,2026-02-15 05:26:47.649939-05:00
280,5,19,7475,2025-10-25,INSURANCE PREMIUM ACH,-53507.76,-87224.33,INSURANCE,AI_SERVICE,2026-02-15 05:15:51.163445-05:00
281,5,19,7475,2025-10-26,STRIPE PAYOUT ****4141,82692.09,-4532.24,CARD_SETTLEMENT,MANUAL,2026-02-15 05:15:24.084276-05:00
282,5,19,7475,2025-10-27,HOME DEPOT PRO,-71233.31,-75765.55,,,2026-02-15 05:27:08.736391-05:00
283,5,19,7475,2025-10-28,VENDOR CHECK 1042,-108237.11,-184002.66,,,2026-02-15 05:16:57.944166-05:00
284,5,19,7475,2025-10-29,SYSCO FOOD SERVICE,-86580.42,-270583.08,SUPPLIER,OPTISCAN_RULES,2026-02-15 05:21:43.314167-05:00
285,5,19,7475,2025-10-30,GUSTO PAYROLL,-87263.51,-357846.59,PAYROLL,OPTISCAN_RULES,2026-02-15 05:29:54.538811-05:00
286,5,19,7475,2025-10-31,US FOODS ACH DEBIT,-40819.94,-398666.53,SUPPLIER,MANUAL,2026-02-15 05:18:25.517730-05:00
287,5,19,7475,2025-11-01,US FOODS ACH DEBIT,-79796.54,-478463.07,,,2026-02-15 05:15:40.170374-05:00
288,5,19,7475,2025-11-02,ATM WITHDRAWAL ****6330,-45876.86,-524339.93,OTHER,OPTISCAN_RULES,2026-02-15 05:16:29.708635-05:00
289,5,19,7475,2025-11-03,SHOPIFY PAYMENTS PAYOUT,9002.87,-515337.06,CARD_SETTLEMENT,MANUAL,2026-02-15 05:28:54.973579-05:00
290,5,19,7475,2025-11-04,ADP PAYROLL FEES ****1377,-105259.62,-620596.68,,,2026-02-15 05:16:18.207547-05:00
291,5,19,7475,2025-11-05,GUSTO PAYROLL,-98514.16,-719110.84,PAYROLL,OPTISCAN_RULES,2026-02-15 05:16:28.894162-05:00
292,5,19,7475,2025-11-06,REMOTE DEPOSIT CAPTURE 93733293,67121.35,-651989.49,CHECK_DEPOSIT,OPTISCAN_RULES,2026-02-15 05:19:27.168295-05:00
293,5,19,7475,2025-11-07,ACH CREDIT CUSTOMER PMT 70277534,93030.29,-558959.20,ACH_CREDIT,OPTISCAN_RULES,2026-02-15 05:24:39.331332-05:00
294,5,19,7475,2025-11-08,STRIPE PAYOUT 27130035,79232.49,-479726.71,,,2026-02-15 05:30:19.288075-05:00
295,5,19,7475,2025-11-09,TOAST POS SETTLEMENT 73206623,34577.45,-445149.26,,,2026-02-15 05:17:38.440776-05:00
296,5,19,7475,2025-11-10,insurance premium ach,-82303.74,-527453.00,INSURANCE,OPTISCAN_RULES,2026-02-15 05:29:24.238787-05:00
297,5,19,7475,2025-11-11,STRIPE PAYOUT,75721.33,-451731.67,,,2026-02-15 05:24:01.644797-05:00
298,5,19,7475,2025-11-14,CARD PAYMENT THANK YOU ****1466,-41313.76,-493045.43,OTHER,OPTISCAN_RULES,2026-02-15 05:19:00.206426-05:00
299,5,19,7475,2025-11-15,ADP PAYROLL FEES 18287627,-60989.45,-554034.88,PAYROLL,AI_SERVICE,2026-02-15 05:22:05.978840-05:00
300,5,19,7475,2025-11-16,OVERDRAFT ITEM FEE 49433550,-29.00,-554063.88,FEE,OPTISCAN_RULES,2026-02-15 05:17:52.681437-05:00
301,5,19,7475,2025-11-17,MERCHANT BANKCD DEP 03381674,113004.08,-441059.80,CARD_SETTLEMENT,OPTISCAN_RULES,2026-02-15 05:18:45.936923-05:00
302,5,19,7475,2025-11-18,SQUARE INC          DEPOSIT 10641295,151243.57,-289816.23,,,2026-02-15 05:30:22.275373-05:00
303,5,19,7475,2025-11-19,SQUARE INC          DEPOSIT 82537123,85079.53,-204736.70,CARD_SETTLEMENT,OPTISCAN_RULES,2026-02-15 05:29:01.472647-05:00
304,5,19,7475,2025-11-20,DUKE ENERGY BILLPAY 95481591,-41531.33,-246268.03,,,2026-02-15 05:30:15.784027-05:00
305,5,19,7475,2025-11-21,SBA LOAN PAYMENT,-37141.10,-283409.13,DEBT_SERVICE,OPTISCAN_RULES,2026-02-15 05:25:35.930464-05:00
306,6,21,0729,2025-12-10,US FOODS ACH DEBIT ****4890,-4859.13,144866.92,,,2026-02-05 06:47:54.329910-05:00
307,6,21,0729,2025-12-11,ACH CREDIT CUSTOMER PMT,15525.80,160392.72,,,2026-02-05 06:41:20.355612-05:00
308,6,21,0729,2025-12-12,SYSCO FOOD SERVICE,-719.93,159672.79,,,2026-02-05 06:41:04.484798-05:00
309,6,21,0729,2025-12-13,AMEX SETTLEMENT,21567.71,181240.50,CARD_SETTLEMENT,MANUAL,2026-02-05 06:47:19.993774-05:00
310,6,21,0729,2025-12-14,US FOODS ACH DEBIT 08509143,-8042.53,173197.97,SUPPLIER,OPTISCAN_RULES,2026-02-05 06:51:03.974383-05:00
311,6,21,0729,2025-12-15,NSF FEE,-36.00,173161.97,,,2026-02-05 06:53:52.780452-05:00
312,6,21,0729,2025-12-16,TOAST POS SETTLEMENT,3812.08,176974.05,CARD_SETTLEMENT,AI_SERVICE,2026-02-05 06:40:35.043063-05:00
313,6,21,0729,2025-12-17,STRIPE PAYOUT 43614892,17594.05,194568.10,CARD_SETTLEMENT,OPTISCAN_RULES,2026-02-05 06:47:25.852188-05:00
314,6,21,0729,2025-12-19,DUKE ENERGY BILLPAY 48080781,-2713.15,191854.95,UTILITIES,OPTISCAN_RULES,2026-02-05 06:42:22.491396-05:00
315,6,21,0729,2025-12-21,SYSCO FOOD SERVICE,-5007.81,186847.14,SUPPLIER,OPTISCAN_RULES,2026-02-05 06:55:48.364645-05:00
316,6,21,0729,2025-12-22,nsf fee,-29.00,186818.14,FEE,OPTISCAN_RULES,2026-02-05 06:42:57.532111-05:00
317,6,21,0729,2025-12-23,SYSCO FOOD SERVICE   ,-7516.80,179301.34,SUPPLIER,OPTISCAN_RULES,2026-02-05 06:47:23.247856-05:00
318,6,21,0729,2025-12-24,US FOODS ACH DEBIT 53216090,-2982.32,176319.02,SUPPLIER,OPTISCAN_RULES,2026-02-05 06:51:39.701426-05:00
319,6,21,0729,2025-12-26,SYSCO FOOD SERVICE,-4160.17,172158.85,,,2026-02-05 06:48:16.370837-05:00
320,6,21,0729,2025-12-27,VENDOR CHECK 1042,-4673.57,167485.28,SUPPLIER,OPTISCAN_RULES,2026-02-05 06:46:25.054966-05:00
321,6,21,0729,2025-12-28,GUSTO PAYROLL,-10703.32,156781.96,,,2026-02-05 06:41:45.544226-05:00
322,6,21,0729,2025-12-29,OVERDRAFT ITEM FEE 88493878,-36.00,156745.96,FEE,MANUAL,2026-02-05 06:38:17.406573-05:00
323,6,21,0729,2025-12-30,INSURANCE PREMIUM ACH,-8288.10,148457.86,,,2026-02-05 06:46:45.375139-05:00
324,6,21,0729,2025-12-31,STRIPE PAYOUT,10442.90,158900.76,,,2026-02-05 06:45:27.143342-05:00
325,6,21,0729,2026-01-01,TOAST POS SETTLEMENT   ,1936.57,160837.33,CARD_SETTLEMENT,OPTISCAN_RULES,2026-02-05 06:53:32.458264-05:00
326,6,21,0729,2026-01-02,INTERNAL XFER FROM MMKT,15817.87,176655.20,INTERNAL_TRANSFER,MANUAL,2026-02-05 06:51:19.812262-05:00
327,6,21,0729,2026-01-03,ATM WITHDRAWAL   ,-9822.70,166832.50,OTHER,OPTISCAN_RULES,2026-02-05 06:42:38.258837-05:00
328,6,21,0729,2026-01-05,OVERDRAFT ITEM FEE,-15.00,166817.50,FEE,MANUAL,2026-02-05 06:51:46.498175-05:00
329,6,21,0729,2026-01-06,GUSTO PAYROLL,-6037.68,160779.82,,,2026-02-05 06:44:19.132237-05:00
330,6,21,0729,2026-01-07,SYSCO FOOD SERVICE 62903413,-4958.50,155821.32,,,2026-02-05 06:47:05.489015-05:00
331,7,22,0651,2025-12-22,GUSTO PAYROLL,-7611.38,161946.19,,,2026-02-02 17:23:59.946460-05:00
332,7,22,0651,2025-12-25,CARD PAYMENT THANK YOU,-4582.13,157364.06,OTHER,OPTISCAN_RULES,2026-02-02 17:18:39.638502-05:00
333,7,22,0651,2025-12-27,STRIPE PAYOUT,6891.88,164255.94,CARD_SETTLEMENT,MANUAL,2026-02-02 17:25:40.054014-05:00
334,7,22,0651,2025-12-29,US FOODS ACH DEBIT 94203627,-1872.73,162383.21,SUPPLIER,OPTISCAN_RULES,2026-02-02 17:20:36.174547-05:00
335,7,22,0651,2026-01-01,home depot pro,-2197.54,160185.67,SUPPLIER,OPTISCAN_RULES,2026-02-02 17:21:25.891715-05:00
336,7,22,0651,2026-01-03,ACH CREDIT CUSTOMER PMT,5001.86,165187.53,ACH_CREDIT,OPTISCAN_RULES,2026-02-02 17:21:06.383876-05:00
337,7,22,0651,2026-01-05,ACH CREDIT CUSTOMER PMT 25421509,19781.93,184969.46,,,2026-02-02 17:07:58.594729-05:00
338,7,22,0651,2026-01-07,STATE TAX PAYMENT,-97.75,184871.71,TAX,OPTISCAN_RULES,2026-02-02 17:21:54.567887-05:00
339,7,22,0651,2026-01-08,ATM WITHDRAWAL 22754988,-2592.51,182279.20,,,2026-02-02 17:23:29.564293-05:00
340,7,22,0651,2026-01-09,US FOODS ACH DEBIT,-7731.32,174547.88,,,2026-02-02 17:15:59.190846-05:00
341,7,22,0651,2026-01-11,ach credit customer pmt,9627.20,184175.08,,,2026-02-02 17:24:49.130972-05:00
342,7,22,0651,2026-01-12,GUSTO PAYROLL,-5612.75,178562.33,,,2026-02-02 17:21:38.663967-05:00
343,7,22,0651,2026-01-15,card payment thank you,-9969.30,168593.03,,,2026-02-02 17:25:40.604388-05:00
344,7,22,0651,2026-01-16,SYSCO FOOD SERVICE 83471484,-4900.07,163692.96,SUPPLIER,OPTISCAN_RULES,2026-02-02 17:10:57.924473-05:00
345,7,22,0651,2026-01-19,CARD PAYMENT THANK YOU,-4832.99,158859.97,OTHER,OPTISCAN_RULES,2026-02-02 17:08:01.788507-05:00
346,8,24,6147,2025-12-31,stripe payout,36064.84,41081.44,CARD_SETTLEMENT,OPTISCAN_RULES,2026-02-10 15:30:44.714212-05:00
347,8,24,6147,2026-01-01,US FOODS ACH DEBIT,-20248.91,20832.53,,,2026-02-10 15:25:25.961993-05:00
348,8,24,6147,2026-01-02,ACH CREDIT CUSTOMER PMT,9773.63,30606.16,,,2026-02-10 15:27:51.179245-05:00
349,8,24,6147,2026-01-03,DUKE ENERGY BILLPAY 54271043,-28279.43,2326.73,,,2026-02-10 15:38:27.083634-05:00
350,8,24,6147,2026-01-07,US FOODS ACH DEBIT 79746334,-45814.75,-43488.02,SUPPLIER,OPTISCAN_RULES,2026-02-10 15:26:42.171354-05:00
351,8,24,6147,2026-01-08,STRIPE PAYOUT ****7309,25639.02,-17849.00,,,2026-02-10 15:25:31.312450-05:00
352,8,24,6147,2026-01-13,AMEX SETTLEMENT ****8286,70484.63,52635.63,CARD_SETTLEMENT,OPTISCAN_RULES,2026-02-10 15:38:46.421726-05:00
353,8,24,6147,2026-01-14,WIRE IN REF 8841 09663229,158669.66,211305.29,WIRE_IN,OPTISCAN_RULES,2026-02-10 15:38:45.801052-05:00
354,8,24,6147,2026-01-16,ATM WITHDRAWAL,-1312.65,209992.64,OTHER,OPTISCAN_RULES,2026-02-10 15:24:03.429850-05:00
355,8,24,6147,2026-01-19,ADP PAYROLL FEES,-24745.61,185247.03,PAYROLL,OPTISCAN_RULES,2026-02-10 15:28:22.548890-05:00
356,8,24,6147,2026-01-22,HOME DEPOT PRO,-66330.36,118916.67,SUPPLIER,OPTISCAN_RULES,2026-02-10 15:32:40.403347-05:00
357,8,24,6147,2026-01-23,GUSTO PAYROLL,-76601.02,42315.65,,,2026-02-10 15:25:07.739578-05:00
358,8,24,6147,2026-01-25,REMOTE DEPOSIT CAPTURE,21713.78,64029.43,CHECK_DEPOSIT,OPTISCAN_RULES,2026-02-10 15:23:59.653928-05:00
359,8,24,6147,2026-01-26,COMMERCIAL RENT ACH 60637994,-37842.58,26186.85,RENT,OPTISCAN_RULES,2026-02-10 15:30:45.120834-05:00
360,8,24,6147,2026-01-28,INSURANCE PREMIUM ACH 79068603,-63722.19,-37535.34,,,2026-02-10 15:35:31.649131-05:00
361,8,24,6147,2026-01-29,SHOPIFY PAYMENTS PAYOUT,150286.33,112750.99,CARD_SETTLEMENT,OPTISCAN_RULES,2026-02-10 15:34:04.313693-05:00
362,8,24,6147,2025-12-01,SYSCO FOOD SERVICE 65909069,-86931.66,25819.33,SUPPLIER,MANUAL,2026-02-10 15:39:40.105106-05:00
363,8,24,6147,2025-12-03,SQUARE INC          DEPOSIT 97678324,24031.46,49850.79,CARD_SETTLEMENT,MANUAL,2026-02-10 15:36:38.437736-05:00
364,8,24,6147,2025-12-04,SYSCO FOOD SERVICE ****2519,-34204.46,15646.33,,,2026-02-10 15:28:12.079903-05:00
365,8,24,6147,2025-12-05,REMOTE DEPOSIT CAPTURE,74663.58,90309.91,CHECK_DEPOSIT,MANUAL,2026-02-10 15:22:37.228687-05:00
366,8,24,6147,2025-12-06,DUKE ENERGY BILLPAY,-37758.67,52551.24,UTILITIES,MANUAL,2026-02-10 15:30:05.185260-05:00
367,8,24,6147,2025-12-09,STRIPE PAYOUT,84283.69,136834.93,,,2026-02-10 15:40:31.778161-05:00
368,8,24,6147,2025-12-11,INSURANCE PREMIUM ACH,-80594.92,56240.01,INSURANCE,OPTISCAN_RULES,2026-02-10 15:34:13.440082-05:00
369,8,24,6147,2025-12-15,STRIPE PAYOUT ****7670,113078.30,169318.31,CARD_SETTLEMENT,OPTISCAN_RULES,2026-02-10 15:25:02.871415-05:00
370,8,24,6147,2025-12-16,MERCHANT BANKCD DEP ****6861,105263.35,274581.66,CARD_SETTLEMENT,OPTISCAN_RULES,2026-02-10 15:28:59.713480-05:00
371,8,24,6147,2025-12-17,US FOODS ACH DEBIT 43959600,-48943.83,225637.83,SUPPLIER,MANUAL,2026-02-10 15:36:48.778787-05:00
372,8,24,6147,2025-12-19,COMMERCIAL RENT ACH,-18085.53,207552.30,RENT,OPTISCAN_RULES,2026-02-10 15:28:59.187945-05:00
373,8,24,6147,2025-12-20,STRIPE PAYOUT 02652101,194597.13,402149.43,CARD_SETTLEMENT,OPTISCAN_RULES,2026-02-10 15:26:40.057787-05:00
