decision_id,application_id,outcome,approved_amount,rate_apr,term_months,reason_codes,decided_by,policy_version,monthly_revenue_used,dscr,decided_at,created_at
498,603,DECLINED,,,,"NSF_ACTIVITY,",s.whitfield,credit-policy-FINAL2,61114.72,2.481,2026-02-21 19:37:23.750746-05:00,2026-02-21 19:37:28.711375-05:00
499,605,APPROVED,145000.00,22.519,24,"CREDIT_OK,TIB_OK,MANUAL_OVERRIDE_RB",p.deshmukh,credit-policy-2024,110177.36,0.941,2026-02-14 15:51:57.812455-05:00,2026-02-14 15:52:13.175857-05:00
500,606,APPROVED,59000.00,26.682,84,"TIB_OK,REVENUE_VERIFIED",renee.blackwell,credit-policy-2025,85082.19,3.113,2026-02-18 09:47:20.033088-05:00,2026-02-18 09:47:30.039792-05:00
501,607,APPROVED,242500.00,11.437,24,TIB_OK,c.obrien,credit-policy-2025,1016147.98,2.852,2026-02-20 09:18:43.040399-05:00,2026-02-20 09:18:49.291456-05:00
502,608,APPROVED,54000.00,11.741,48,"MANUAL_OVERRIDE_RB,DSCR_OK",p.deshmukh,credit-policy-2024,44712.75,2.875,2026-02-13 09:37:42.388119-05:00,2026-02-13 09:37:54.038105-05:00
503,609,APPROVED,174250.00,25.783,36,"POLICY_EXCEPTION_APPROVED, REVENUE_VERIFIED, MANUAL_OVERRIDE_RB",t.rivas,credit-policy-2025,300091.58,1.786,2026-02-23 00:35:54.400156-05:00,2026-02-23 00:36:17.315361-05:00
504,610,DECLINED,,,,"EXISTING_DEBT, DSCR_BELOW_MIN, CREDIT_SCORE",renee.blackwell,credit-policy-2025,188634.11,3.348,2026-02-15 09:15:38.374583-05:00,2026-02-15 09:16:08.199960-05:00
505,611,DECLINED,,,,"COLLATERAL_SHORTFALL, REVENUE_BELOW_MIN, CREDIT_SCORE",l.nakamura,credit-policy-2025,99174.59,2.245,2026-03-09 09:51:50.949392-05:00,2026-03-09 09:51:58.864842-05:00
506,612,DECLINED,,,,"COLLATERAL_SHORTFALL,REVENUE_BELOW_MIN,EXISTING_DEBT,STACKED_DEBT",k.abernathy,credit-policy-2025,217303.06,1.972,2026-02-17 21:32:09.792146-05:00,2026-02-17 21:32:16.452556-05:00
507,613,APPROVED,170000.00,13.801,84,"MANUAL_OVERRIDE_RB,POLICY_EXCEPTION_APPROVED",c.obrien,credit-policy-2025,316951.38,1.382,2026-02-13 16:25:32.870762-05:00,2026-02-13 16:25:41.970122-05:00
508,615,DECLINED,,,,"TIME_IN_BUSINESS, INDUSTRY_RESTRICTED",m.okonkwo,credit-policy-FINAL2,344440.11,2.954,2026-02-15 07:37:12.458384-05:00,2026-02-15 07:37:37.201916-05:00
509,616,APPROVED,115000.00,14.771,12,"COLLATERAL_OK,DSCR_OK",m.okonkwo,credit-policy-2025,104305.18,3.369,2026-03-08 10:45:36.672750-05:00,2026-03-08 10:45:54.035481-05:00
510,617,APPROVED,17500.00,25.429,12,COLLATERAL_OK,p.deshmukh,credit-policy-2024,101514.76,2.612,2026-02-14 10:00:46.901764-05:00,2026-02-14 10:00:50.454211-05:00
511,618,DECLINED,,,,"TIME_IN_BUSINESS,COLLATERAL_SHORTFALL,DSCR_BELOW_MIN,STACKED_DEBT",m.okonkwo,credit-policy-2024,1458370.73,3.044,2026-02-16 02:50:45.823318-05:00,2026-02-16 02:51:10.028593-05:00
512,619,DECLINED,,,,,c.obrien,credit-policy-2024,234609.59,2.615,2026-02-20 12:19:33.533420-05:00,2026-02-20 12:19:56.982127-05:00
513,621,APPROVED,75650.00,22.719,12,"REVENUE_VERIFIED,MANUAL_OVERRIDE_RB",j.beaumont,credit-policy-2025,132196.13,1.26,2026-03-17 17:16:43.527066-05:00,2026-03-17 17:17:08.374138-05:00
514,622,APPROVED,165000.00,26.562,60,"MANUAL_OVERRIDE_RB, COLLATERAL_OK, TIB_OK",d.pham,credit-policy-2025,31244.90,2.525,2026-03-19 05:39:12.369643-05:00,2026-03-19 05:39:36.412461-05:00
515,623,APPROVED,29500.00,20.601,12,"CREDIT_OK,COLLATERAL_OK,TIB_OK",d.pham,credit-policy-2025,106471.34,1.852,2026-02-20 09:12:02.301480-05:00,2026-02-20 09:12:21.132708-05:00
516,624,DECLINED,,,,COLLATERAL_SHORTFALL,l.nakamura,credit-policy-FINAL2,725385.10,3.393,2026-03-04 08:05:08.930341-05:00,2026-03-04 08:05:33.015670-05:00
517,625,APPROVED,43500.00,18.317,84,MANUAL_OVERRIDE_RB,c.obrien,credit-policy-2025,313330.79,2.321,2026-02-24 05:29:57.716831-05:00,2026-02-24 05:30:23.850841-05:00
518,626,APPROVED,23800.00,14.454,60,,j.beaumont,credit-policy-2025,130658.17,2.954,2026-02-16 05:58:40.022443-05:00,2026-02-16 05:58:42.844116-05:00
519,627,DECLINED,,,,"DSCR_BELOW_MIN,UNVERIFIED_REVENUE",m.okonkwo,credit-policy-2024,92622.09,2.983,2026-02-18 00:49:06.554322-05:00,2026-02-18 00:49:34.438152-05:00
520,628,COUNTER_OFFER,67200.00,10.389,84,MANUAL_OVERRIDE_RB,k.abernathy,credit-policy-2024,91750.81,0.827,2026-02-23 19:49:08.612351-05:00,2026-02-23 19:49:19.670133-05:00
521,629,DECLINED,,,,CREDIT_SCORE,s.whitfield,credit-policy-2024,142632.63,1.302,2026-02-17 17:45:34.257716-05:00,2026-02-17 17:46:03.669456-05:00
522,630,APPROVED,1660000.00,24.428,36,,t.rivas,credit-policy-2025,1999598.79,1.906,2026-03-08 01:54:33.192558-05:00,2026-03-08 01:54:40.157908-05:00
523,631,DECLINED,,,,"EXISTING_DEBT, INDUSTRY_RESTRICTED, STACKED_DEBT, DSCR_BELOW_MIN",p.deshmukh,credit-policy-2025,70295.48,1.849,2026-02-20 12:36:28.505274-05:00,2026-02-20 12:36:49.167533-05:00
524,632,APPROVED,115000.00,25.626,60,DSCR_OK,t.rivas,credit-policy-2024,152487.29,1.93,2026-03-10 17:10:47.005940-05:00,2026-03-10 17:11:08.938868-05:00
525,633,DECLINED,,,,INDUSTRY_RESTRICTED,k.abernathy,credit-policy-2025,3383582.31,3.048,2026-02-24 20:15:20.478626-05:00,2026-02-24 20:15:26.289819-05:00
526,634,COUNTER_OFFER,73500.00,11.576,12,"POLICY_EXCEPTION_APPROVED, COLLATERAL_OK",p.deshmukh,credit-policy-2025,208949.67,2.917,2026-03-13 03:45:42.442451-05:00,2026-03-13 03:46:11.538744-05:00
527,636,DECLINED,,,,"REVENUE_BELOW_MIN,TIME_IN_BUSINESS,NSF_ACTIVITY",c.obrien,credit-policy-2025,163231.40,0.775,2026-02-24 07:14:48.816943-05:00,2026-02-24 07:14:53.103535-05:00
528,637,APPROVED,105000.00,8.277,24,"POLICY_EXCEPTION_APPROVED,CREDIT_OK,MANUAL_OVERRIDE_RB",p.deshmukh,credit-policy-2025,215235.15,1.775,2026-02-16 03:26:42.377071-05:00,2026-02-16 03:26:53.629239-05:00
529,638,DECLINED,,,,"CREDIT_SCORE,TIME_IN_BUSINESS,COLLATERAL_SHORTFALL,DSCR_BELOW_MIN",j.beaumont,credit-policy-2024,512309.70,1.616,2026-02-24 14:56:04.553255-05:00,2026-02-24 14:56:11.299640-05:00
530,639,APPROVED,1825000.00,11.406,12,"TIB_OK, MANUAL_OVERRIDE_RB",l.nakamura,credit-policy-FINAL2,1651642.90,1.41,2026-02-25 22:35:31.411118-05:00,2026-02-25 22:35:59.625994-05:00
531,640,DECLINED,,,,"REVENUE_BELOW_MIN,DSCR_BELOW_MIN,COLLATERAL_SHORTFALL,INDUSTRY_RESTRICTED",l.nakamura,credit-policy-FINAL2,1482045.86,2.824,2026-02-16 16:10:57.431963-05:00,2026-02-16 16:11:17.738980-05:00
532,641,DECLINED,,,,"NSF_ACTIVITY,TIME_IN_BUSINESS,REVENUE_BELOW_MIN",renee.blackwell,credit-policy-2025,116548.26,2.885,2026-03-15 08:28:08.782511-05:00,2026-03-15 08:28:35.735083-05:00
533,642,DECLINED,,,,"STACKED_DEBT,NSF_ACTIVITY",t.rivas,credit-policy-FINAL2,275889.76,2.075,2026-03-05 22:45:33.184847-05:00,2026-03-05 22:45:58.301826-05:00
534,646,APPROVED,302500.00,9.99,84,"CREDIT_OK,DSCR_OK,",l.nakamura,credit-policy-2025,1618890.17,3.14,2026-02-17 03:15:09.132268-05:00,2026-02-17 03:15:10.462165-05:00
535,649,DECLINED,,,,TIME_IN_BUSINESS,c.obrien,credit-policy-2025,348729.80,1.803,2026-02-20 11:21:54.496305-05:00,2026-02-20 11:22:23.285267-05:00
536,650,APPROVED,603500.00,10.014,84,DSCR_OK,s.whitfield,credit-policy-2025,1052097.60,2.481,2026-02-25 02:31:04.733939-05:00,2026-02-25 02:31:32.985434-05:00
537,651,APPROVED,77000.00,16.768,48,"REVENUE_VERIFIED,POLICY_EXCEPTION_APPROVED",s.whitfield,credit-policy-2025,91012.19,2.389,2026-02-18 06:17:39.656029-05:00,2026-02-18 06:17:43.818808-05:00
538,652,APPROVED,98000.00,19.802,60,COLLATERAL_OK,d.pham,credit-policy-2025,328843.16,2.188,2026-02-15 03:04:08.133322-05:00,2026-02-15 03:04:24.654661-05:00
539,653,DECLINED,,,,"TIME_IN_BUSINESS,CREDIT_SCORE",k.abernathy,credit-policy-2025,535797.69,1.915,2026-02-16 06:59:24.723665-05:00,2026-02-16 06:59:37.109005-05:00
540,654,DECLINED,,,,"UNVERIFIED_REVENUE,CREDIT_SCORE",renee.blackwell,credit-policy-2024,640994.30,1.527,2026-02-17 00:24:10.659052-05:00,2026-02-17 00:24:39.998380-05:00
541,655,APPROVED,225000.00,8.348,84,TIB_OK,d.pham,credit-policy-2025,186849.94,3.393,2026-02-20 23:45:31.648893-05:00,2026-02-20 23:45:57.109580-05:00
542,656,APPROVED,297500.00,27.524,36,"TIB_OK,REVENUE_VERIFIED",a.castellanos,credit-policy-2024,469713.95,2.284,2026-02-26 04:29:02.293773-05:00,2026-02-26 04:29:03.872833-05:00
543,657,APPROVED,75000.00,16.442,24,"COLLATERAL_OK,POLICY_EXCEPTION_APPROVED,REVENUE_VERIFIED",d.pham,credit-policy-FINAL2,71081.53,3.353,2026-02-17 23:21:07.413673-05:00,2026-02-17 23:21:10.220321-05:00
544,659,COUNTER_OFFER,430000.00,10.734,60,MANUAL_OVERRIDE_RB,m.okonkwo,credit-policy-2025,716445.02,1.616,2026-02-21 03:52:48.374781-05:00,2026-02-21 03:53:01.107949-05:00
545,660,APPROVED,635000.00,27.451,12,"MANUAL_OVERRIDE_RB, COLLATERAL_OK",m.okonkwo,credit-policy-2025,1359403.91,2.842,2026-02-17 13:20:47.460082-05:00,2026-02-17 13:21:12.986979-05:00
546,661,DECLINED,,,,"UNVERIFIED_REVENUE,INDUSTRY_RESTRICTED,STACKED_DEBT",p.deshmukh,credit-policy-2024,650149.84,2.781,2026-03-18 20:04:29.739248-05:00,2026-03-18 20:04:32.079262-05:00
547,662,APPROVED,105000.00,24.304,36,"MANUAL_OVERRIDE_RB,POLICY_EXCEPTION_APPROVED",k.abernathy,credit-policy-2025,120502.71,0.772,2026-02-27 21:00:03.910062-05:00,2026-02-27 21:00:18.919576-05:00
548,663,APPROVED,150000.00,20.784,84,"COLLATERAL_OK,TIB_OK,MANUAL_OVERRIDE_RB",t.rivas,credit-policy-FINAL2,136664.93,2.851,2026-02-28 11:13:16.236888-05:00,2026-02-28 11:13:41.120307-05:00
549,664,APPROVED,388500.00,16.211,84,"TIB_OK, REVENUE_VERIFIED, POLICY_EXCEPTION_APPROVED",a.castellanos,credit-policy-2025,1938988.43,2.037,2026-02-21 15:12:31.258569-05:00,2026-02-21 15:13:00.731960-05:00
550,665,DECLINED,,,,"DSCR_BELOW_MIN,STACKED_DEBT,EXISTING_DEBT,INDUSTRY_RESTRICTED",l.nakamura,credit-policy-2025,3097984.47,2.717,2026-02-17 16:10:11.960170-05:00,2026-02-17 16:10:16.824435-05:00
551,666,APPROVED,125000.00,24.076,84,"CREDIT_OK,COLLATERAL_OK,MANUAL_OVERRIDE_RB",j.beaumont,credit-policy-FINAL2,193821.09,1.363,2026-02-21 04:14:58.495824-05:00,2026-02-21 04:15:03.990788-05:00
552,667,APPROVED,293250.00,26.723,48,MANUAL_OVERRIDE_RB,l.nakamura,credit-policy-2025,359400.69,1.813,2026-02-20 05:19:17.476089-05:00,2026-02-20 05:19:47.345514-05:00
553,668,APPROVED,1940000.00,15.726,12,"CREDIT_OK, POLICY_EXCEPTION_APPROVED",renee.blackwell,credit-policy-2025,1151880.00,0.818,2026-02-26 07:44:29.109348-05:00,2026-02-26 07:44:51.427337-05:00
554,669,APPROVED,395500.00,7.411,60,"TIB_OK, COLLATERAL_OK, REVENUE_VERIFIED",j.beaumont,credit-policy-2024,689599.29,1.285,2026-02-22 03:43:46.294868-05:00,2026-02-22 03:43:48.915668-05:00
555,670,APPROVED,308000.00,17.513,12,DSCR_OK,l.nakamura,credit-policy-2024,1875492.37,3.395,2026-02-19 03:54:27.113261-05:00,2026-02-19 03:54:38.755165-05:00
556,671,APPROVED,45500.00,27.652,36,"DSCR_OK,TIB_OK",a.castellanos,credit-policy-2025,76257.13,2.081,2026-02-15 14:26:24.456717-05:00,2026-02-15 14:26:28.255145-05:00
557,672,DECLINED,,,,"CREDIT_SCORE,REVENUE_BELOW_MIN",renee.blackwell,credit-policy-2025,110543.70,1.89,2026-02-22 12:53:45.981215-05:00,2026-02-22 12:54:04.338620-05:00
558,673,DECLINED,,,,"COLLATERAL_SHORTFALL,CREDIT_SCORE,",s.whitfield,credit-policy-2025,66992.68,2.993,2026-02-20 19:35:26.723821-05:00,2026-02-20 19:35:42.128051-05:00
559,674,APPROVED,105000.00,26.623,24,COLLATERAL_OK,c.obrien,credit-policy-2025,187897.64,1.304,2026-02-26 13:51:36.086168-05:00,2026-02-26 13:51:38.584246-05:00
560,675,COUNTER_OFFER,130000.00,16.74,84,"DSCR_OK,TIB_OK,COLLATERAL_OK",m.okonkwo,credit-policy-FINAL2,327461.80,2.608,2026-03-22 09:34:37.342755-05:00,2026-03-22 09:34:44.896302-05:00
561,676,APPROVED,342500.00,22.945,24,"DSCR_OK,POLICY_EXCEPTION_APPROVED,",d.pham,credit-policy-FINAL2,1064400.55,2.569,2026-02-23 18:10:09.917020-05:00,2026-02-23 18:10:26.758514-05:00
562,677,APPROVED,1501500.00,17.419,12,"POLICY_EXCEPTION_APPROVED,COLLATERAL_OK",k.abernathy,credit-policy-2025,5159200.66,0.97,2026-02-14 06:14:59.222703-05:00,2026-02-14 06:15:02.666013-05:00
563,680,DECLINED,,,,"NSF_ACTIVITY,COLLATERAL_SHORTFALL",m.okonkwo,credit-policy-2024,75424.05,2.068,2026-02-15 15:37:57.438346-05:00,2026-02-15 15:38:23.285033-05:00
564,681,APPROVED,216750.00,17.735,60,COLLATERAL_OK,j.beaumont,credit-policy-2025,396303.80,1.143,2026-02-25 14:41:57.293439-05:00,2026-02-25 14:42:04.749009-05:00
565,682,APPROVED,50000.00,7.67,84,"POLICY_EXCEPTION_APPROVED,COLLATERAL_OK",renee.blackwell,credit-policy-FINAL2,170366.51,2.865,2026-02-14 22:01:49.212398-05:00,2026-02-14 22:02:07.123397-05:00
566,683,DECLINED,,,,"INDUSTRY_RESTRICTED,TIME_IN_BUSINESS",a.castellanos,credit-policy-2025,417338.44,2.407,2026-02-16 21:51:52.711844-05:00,2026-02-16 21:52:05.563635-05:00
567,684,DECLINED,,,,"TIME_IN_BUSINESS,EXISTING_DEBT,STACKED_DEBT",l.nakamura,credit-policy-2024,66104.17,2.393,2026-02-20 18:20:50.507530-05:00,2026-02-20 18:21:04.399634-05:00
568,687,DECLINED,,,,STACKED_DEBT,t.rivas,credit-policy-FINAL2,214989.76,1.455,2026-02-22 16:11:38.767343-05:00,2026-02-22 16:11:53.122981-05:00
569,689,APPROVED,43000.00,23.137,24,"DSCR_OK, REVENUE_VERIFIED, CREDIT_OK",l.nakamura,credit-policy-2025,201954.68,1.962,2026-02-15 18:42:14.317837-05:00,2026-02-15 18:42:17.740994-05:00
570,690,APPROVED,705000.00,15.923,84,POLICY_EXCEPTION_APPROVED,l.nakamura,credit-policy-2025,938468.81,2.424,2026-02-26 18:03:39.559076-05:00,2026-02-26 18:03:44.840604-05:00
571,692,COUNTER_OFFER,230000.00,28.447,12,MANUAL_OVERRIDE_RB,t.rivas,credit-policy-FINAL2,406970.14,3.274,2026-03-07 00:27:06.760641-05:00,2026-03-07 00:27:25.707182-05:00
572,693,APPROVED,35700.00,25.465,24,"MANUAL_OVERRIDE_RB,POLICY_EXCEPTION_APPROVED,COLLATERAL_OK",renee.blackwell,credit-policy-2025,89720.79,1.519,2026-02-18 18:09:22.923319-05:00,2026-02-18 18:09:26.117463-05:00
573,694,APPROVED,293250.00,25.48,24,CREDIT_OK,j.beaumont,credit-policy-2025,683752.81,2.318,2026-03-20 05:41:53.242847-05:00,2026-03-20 05:42:09.680596-05:00
574,695,APPROVED,305000.00,22.94,24,"REVENUE_VERIFIED,DSCR_OK,COLLATERAL_OK",s.whitfield,credit-policy-2024,468951.03,1.359,2026-03-05 13:13:46.168076-05:00,2026-03-05 13:14:05.381874-05:00
575,696,APPROVED,93500.00,25.573,24,"MANUAL_OVERRIDE_RB,POLICY_EXCEPTION_APPROVED,DSCR_OK",d.pham,credit-policy-2025,100388.27,0.8,2026-02-18 16:49:15.972667-05:00,2026-02-18 16:49:42.009829-05:00
576,697,DECLINED,,,,"STACKED_DEBT, EXISTING_DEBT",s.whitfield,credit-policy-2024,442662.52,1.03,2026-04-16 13:20:42.420246-05:00,2026-04-16 13:21:01.840579-05:00
577,698,APPROVED,2320000.00,14.837,60,TIB_OK,renee.blackwell,credit-policy-2025,5574399.70,3.193,2026-02-20 23:21:32.509127-05:00,2026-02-20 23:21:47.852602-05:00
578,699,APPROVED,66300.00,11.354,48,"DSCR_OK,REVENUE_VERIFIED",k.abernathy,credit-policy-2024,66215.17,2.455,2026-02-21 12:02:26.483680-05:00,2026-02-21 12:02:41.868179-05:00
579,700,DECLINED,,,,"COLLATERAL_SHORTFALL, DSCR_BELOW_MIN,",renee.blackwell,credit-policy-2024,91238.28,1.977,2026-03-20 03:17:44.854268-05:00,2026-03-20 03:17:58.251350-05:00
580,701,APPROVED,102000.00,17.556,48,"DSCR_OK,TIB_OK,CREDIT_OK",j.beaumont,credit-policy-2025,196575.03,1.489,2026-02-21 18:56:31.156764-05:00,2026-02-21 18:56:32.620883-05:00
581,702,DECLINED,,,,UNVERIFIED_REVENUE,p.deshmukh,credit-policy-FINAL2,212173.58,3.099,2026-02-27 00:13:51.221998-05:00,2026-02-27 00:13:55.348197-05:00
582,703,APPROVED,350000.00,17.893,60,MANUAL_OVERRIDE_RB,s.whitfield,credit-policy-2025,371660.73,1.544,2026-02-16 21:31:01.120284-05:00,2026-02-16 21:31:28.493074-05:00
583,704,COUNTER_OFFER,80000.00,12.911,48,"REVENUE_VERIFIED,MANUAL_OVERRIDE_RB,CREDIT_OK",s.whitfield,credit-policy-2025,344836.63,1.955,2026-02-18 06:13:12.577906-05:00,2026-02-18 06:13:15.473759-05:00
584,705,DECLINED,,,,COLLATERAL_SHORTFALL,s.whitfield,credit-policy-2024,198868.64,1.268,2026-02-24 05:46:39.642283-05:00,2026-02-24 05:46:56.276493-05:00
585,706,DECLINED,,,,,d.pham,credit-policy-2024,97120.06,3.181,2026-02-18 07:43:49.414514-05:00,2026-02-18 07:43:55.070914-05:00
586,708,APPROVED,36000.00,23.467,48,DSCR_OK,c.obrien,credit-policy-2025,153302.29,2.468,2026-02-20 02:07:16.557599-05:00,2026-02-20 02:07:27.535104-05:00
587,709,APPROVED,22000.00,19.494,48,POLICY_EXCEPTION_APPROVED,p.deshmukh,credit-policy-FINAL2,77211.69,1.642,2026-02-18 03:05:33.505900-05:00,2026-02-18 03:06:00.492097-05:00
588,710,APPROVED,616250.00,21.861,84,"CREDIT_OK,TIB_OK,MANUAL_OVERRIDE_RB",m.okonkwo,credit-policy-2025,1055531.15,2.768,2026-03-04 06:28:04.893963-05:00,2026-03-04 06:28:31.189821-05:00
589,713,APPROVED,122500.00,12.929,60,"DSCR_OK, MANUAL_OVERRIDE_RB, REVENUE_VERIFIED",k.abernathy,credit-policy-2025,623097.74,1.321,2026-02-24 20:50:43.927426-05:00,2026-02-24 20:51:12.084066-05:00
590,714,APPROVED,18000.00,19.428,84,"POLICY_EXCEPTION_APPROVED,REVENUE_VERIFIED",p.deshmukh,credit-policy-2025,74723.09,2.336,2026-03-10 08:55:36.922268-05:00,2026-03-10 08:55:41.741947-05:00
591,715,APPROVED,185000.00,28.32,48,TIB_OK,d.pham,credit-policy-2024,406414.72,2.488,2026-03-02 19:21:50.734645-05:00,2026-03-02 19:21:54.938314-05:00
592,716,DECLINED,,,,REVENUE_BELOW_MIN,p.deshmukh,credit-policy-2024,634453.81,0.801,2026-02-24 05:16:53.185633-05:00,2026-02-24 05:16:55.243963-05:00
593,717,DECLINED,,,,"REVENUE_BELOW_MIN,COLLATERAL_SHORTFALL",k.abernathy,credit-policy-2025,1080746.41,1.52,2026-02-20 11:34:39.892962-05:00,2026-02-20 11:35:03.071937-05:00
594,718,COUNTER_OFFER,182000.00,15.325,84,"POLICY_EXCEPTION_APPROVED,DSCR_OK",t.rivas,credit-policy-2025,256008.89,2.472,2026-02-21 17:05:11.928267-05:00,2026-02-21 17:05:20.989410-05:00
595,719,DECLINED,,,,"NSF_ACTIVITY,REVENUE_BELOW_MIN",d.pham,credit-policy-2025,237664.11,2.446,2026-02-18 17:33:04.191312-05:00,2026-02-18 17:33:20.215821-05:00
596,720,APPROVED,52000.00,17.018,12,CREDIT_OK,m.okonkwo,credit-policy-2025,102503.37,3.111,2026-02-20 16:03:20.345073-05:00,2026-02-20 16:03:36.312698-05:00
597,721,APPROVED,45000.00,23.88,24,"DSCR_OK,REVENUE_VERIFIED,COLLATERAL_OK",d.pham,credit-policy-2025,104386.83,2.491,2026-02-20 22:46:47.082543-05:00,2026-02-20 22:46:59.405939-05:00
598,722,DECLINED,,,,"INDUSTRY_RESTRICTED, DSCR_BELOW_MIN",k.abernathy,credit-policy-2025,59962.82,2.46,2026-02-19 04:53:04.484131-05:00,2026-02-19 04:53:19.891966-05:00
599,723,APPROVED,129500.00,19.335,60,REVENUE_VERIFIED,t.rivas,credit-policy-2024,177227.56,1.958,2026-03-01 11:43:35.958056-05:00,2026-03-01 11:44:05.003854-05:00
600,725,DECLINED,,,,"CREDIT_SCORE,TIME_IN_BUSINESS",k.abernathy,credit-policy-2024,151818.92,1.706,2026-03-28 12:07:11.873522-05:00,2026-03-28 12:07:26.941686-05:00
601,726,APPROVED,385000.00,23.297,84,"DSCR_OK, CREDIT_OK, COLLATERAL_OK,",l.nakamura,credit-policy-2025,582045.89,2.391,2026-02-27 07:36:44.675673-05:00,2026-02-27 07:37:06.728138-05:00
602,727,DECLINED,,,,"COLLATERAL_SHORTFALL,EXISTING_DEBT",p.deshmukh,credit-policy-2025,106065.95,2.395,2026-02-17 00:54:29.098653-05:00,2026-02-17 00:54:52.646802-05:00
603,728,APPROVED,52000.00,22.296,84,TIB_OK,t.rivas,credit-policy-2025,89061.68,1.874,2026-02-21 07:43:31.238817-05:00,2026-02-21 07:43:32.593996-05:00
604,729,APPROVED,62050.00,20.37,36,"TIB_OK,REVENUE_VERIFIED,COLLATERAL_OK",renee.blackwell,credit-policy-FINAL2,99638.67,1.693,2026-02-23 00:51:42.154761-05:00,2026-02-23 00:51:49.938730-05:00
605,730,COUNTER_OFFER,171500.00,14.211,12,"COLLATERAL_OK, REVENUE_VERIFIED, TIB_OK",k.abernathy,credit-policy-2025,143545.39,0.76,2026-02-28 00:22:18.814344-05:00,2026-02-28 00:22:26.394196-05:00
606,731,APPROVED,14500.00,15.173,24,TIB_OK,p.deshmukh,credit-policy-FINAL2,124195.70,0.742,2026-02-15 09:54:05.774819-05:00,2026-02-15 09:54:11.703642-05:00
607,732,DECLINED,,,,"CREDIT_SCORE,REVENUE_BELOW_MIN,EXISTING_DEBT",t.rivas,credit-policy-2025,3074204.38,2.791,2026-04-03 01:28:04.402861-05:00,2026-04-03 01:28:31.065413-05:00
608,733,APPROVED,252000.00,21.518,12,"POLICY_EXCEPTION_APPROVED,REVENUE_VERIFIED,TIB_OK",s.whitfield,credit-policy-2025,441099.86,3.17,2026-02-22 04:26:58.911334-05:00,2026-02-22 04:27:07.638268-05:00
609,734,APPROVED,259000.00,9.648,24,"TIB_OK,POLICY_EXCEPTION_APPROVED,DSCR_OK",p.deshmukh,credit-policy-2025,251810.62,2.82,2026-02-24 20:54:41.846691-05:00,2026-02-24 20:54:45.666448-05:00
610,735,APPROVED,80500.00,11.818,36,"TIB_OK,CREDIT_OK,COLLATERAL_OK",d.pham,credit-policy-2024,180359.64,2.195,2026-02-21 21:08:11.376988-05:00,2026-02-21 21:08:17.358055-05:00
611,736,DECLINED,,,,"CREDIT_SCORE,COLLATERAL_SHORTFALL,EXISTING_DEBT",j.beaumont,credit-policy-FINAL2,264984.56,2.459,2026-02-25 10:04:59.673863-05:00,2026-02-25 10:05:08.394691-05:00
612,737,APPROVED,160000.00,17.503,60,"TIB_OK,MANUAL_OVERRIDE_RB,CREDIT_OK",a.castellanos,credit-policy-FINAL2,330562.21,0.924,2026-03-16 23:21:03.049002-05:00,2026-03-16 23:21:32.723741-05:00
613,738,APPROVED,100000.00,21.271,60,"COLLATERAL_OK,MANUAL_OVERRIDE_RB",m.okonkwo,credit-policy-2025,121104.41,0.782,2026-02-24 01:15:07.182116-05:00,2026-02-24 01:15:26.048879-05:00
614,739,DECLINED,,,,"COLLATERAL_SHORTFALL,TIME_IN_BUSINESS",c.obrien,credit-policy-2025,358001.68,2.055,2026-02-27 08:49:52.319500-05:00,2026-02-27 08:50:12.711793-05:00
615,740,APPROVED,250000.00,24.242,84,"MANUAL_OVERRIDE_RB,REVENUE_VERIFIED,TIB_OK",s.whitfield,credit-policy-2025,133996.64,2.752,2026-03-19 06:57:33.354372-05:00,2026-03-19 06:57:40.692003-05:00
616,741,APPROVED,53000.00,15.691,12,"COLLATERAL_OK,REVENUE_VERIFIED,",t.rivas,credit-policy-2025,66356.65,0.85,2026-02-21 06:49:20.948384-05:00,2026-02-21 06:49:25.656855-05:00
617,742,DECLINED,,,,"TIME_IN_BUSINESS, STACKED_DEBT",m.okonkwo,credit-policy-2025,171765.71,2.457,2026-03-07 19:28:15.612984-05:00,2026-03-07 19:28:18.998158-05:00
618,743,DECLINED,,,,"NSF_ACTIVITY, STACKED_DEBT, CREDIT_SCORE",a.castellanos,credit-policy-2025,416892.43,1.004,2026-03-03 13:26:22.059116-05:00,2026-03-03 13:26:25.485048-05:00
619,745,COUNTER_OFFER,645000.00,28.822,84,DSCR_OK,j.beaumont,credit-policy-2025,1891402.24,1.821,2026-02-22 15:40:12.018596-05:00,2026-02-22 15:40:27.378361-05:00
620,746,APPROVED,195000.00,12.59,60,TIB_OK,j.beaumont,credit-policy-2025,37156.44,2.537,2026-02-21 20:25:10.004500-05:00,2026-02-21 20:25:29.960090-05:00
621,747,APPROVED,43400.00,23.029,48,"REVENUE_VERIFIED, COLLATERAL_OK, POLICY_EXCEPTION_APPROVED",t.rivas,credit-policy-2025,129881.01,2.85,2026-02-26 21:44:48.760005-05:00,2026-02-26 21:45:13.558053-05:00
622,749,APPROVED,185000.00,13.047,36,"POLICY_EXCEPTION_APPROVED, REVENUE_VERIFIED, TIB_OK",c.obrien,credit-policy-2024,234106.52,1.266,2026-02-27 10:55:59.095343-05:00,2026-02-27 10:56:21.107479-05:00
